rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,5,180,4913487,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
28,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,24,177,2590442,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
34,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,36,288,2306437,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
40,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,41,617,2161225,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
44,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,48,147,2139010,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
67,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,61,243,1810602,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
78,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,77,29,1679561,pop rock; rock; indie rock; pop; country rock,True,,,
82,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,85,162,1644310,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
99,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,106,355,1518131,pop; electropop; gospel; edm; exile,True,Golden Collection,,
103,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,103,191,1504000,pop; country; love; indie folk; country pop,True,You Belong With Me,,
156,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,169,93,1272250,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
172,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,166,29,1229839,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
187,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,196,19,1193548,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
198,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,-1,43,1180920,overrated; country; country pop; rock; singer songwriter,True,Best Of 2021: Summer Lounge,,
