rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,156,4801172,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
5,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,4,5,3850905,pop rock; rock; indie rock; pop; country rock,True,,,
19,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Back To December (Taylor's Version),Taylor Swift,2,15,5,2606376,country pop; country; pop rock; pop; ballad,True,Speak Now (Taylor's Version),,
20,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,18,5,2582019,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
24,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,Taylor Swift,Mine (Taylor's Version),Taylor Swift,1,20,5,2411234,pop rock; country pop; country; pop; country rock,True,Speak Now (Taylor's Version),,
29,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,29,34,593,2309759,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
30,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,30,32,123,2301882,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
31,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,41,264,2297574,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
48,spotify:track:3MytWN8L7shNYzGl4tAKRp,Taylor Swift,Sparks Fly (Taylor’s Version),Taylor Swift,4,24,5,2021378,country rock; country; taylors version; country pop; why is this not on the eras tour setlist,False,,,
49,spotify:track:0NwGC0v03ysCYINtg6ns58,Taylor Swift,Better Than Revenge (Taylor's Version),Taylor Swift,5,28,5,1984356,country; rock; pop punk; country rock; power pop,True,Speak Now (Taylor's Version),,
51,spotify:track:5xXqyjLicvEpch72qEryFT,Taylor Swift,Speak Now (Taylor's Version),Taylor Swift,6,27,5,1943566,country pop; country; pop; taylors version; rock,True,Speak Now (Taylor's Version),,
57,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,63,219,1875687,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
58,spotify:track:1zU8j1x3yi9xalMF96pzKp,Taylor Swift,Dear John (Taylor's Version),Taylor Swift,7,31,5,1868439,country; soft rock; country rock; ballad; country pop,False,Speak Now (Taylor's Version),,
