rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
9,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,17,244,4455271,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
52,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,59,681,2140062,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
61,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,65,211,2038086,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
67,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,72,352,1916766,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
92,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,92,241,1646242,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
109,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,104,307,1518122,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
110,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,119,255,1470181,pop; country; love; indie folk; country pop,You Belong With Me,,
120,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,123,419,1412292,pop; electropop; gospel; edm; exile,Golden Collection,,
150,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,147,226,1300773,pop; screamo; brutal death metal; metal; overrated,Midnights,,
189,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,-1,148,1179786,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
