rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
21,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,18,225,2741462,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
26,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,31,117,2629847,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
59,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,51,55,554,2002548,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
74,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,59,71,84,1787853,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
76,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,85,99,1768944,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
79,spotify:track:3xYJScVfxByb61dYHTwiby,Taylor Swift,Hits Different,Taylor Swift,8,57,8,1758063,pop; love at first listen; bonus track; pop rock; best of 2023,True,Midnights (Lavender Edition),,
89,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,"Taylor Swift, Ice Spice",Karma (feat. Ice Spice),Taylor Swift,5,81,8,1672598,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,True,Midnights (The Til Dawn Edition),,
93,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,80,180,1650773,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
96,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,89,148,1619946,country; pop; taylor swift; love; country pop,True,Speak Now,,
111,spotify:track:4zmKGsrXjLmljb5fTaBTot,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,6,84,8,1512486,pop perfection; dream pop; pop; death metal; ballad,True,Midnights (The Til Dawn Edition),,
126,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,131,292,1442662,pop; electropop; gospel; edm; exile,True,Golden Collection,,
164,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,134,223,1306896,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
183,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,192,30,1227889,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
186,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,188,128,1224055,pop; country; love; indie folk; country pop,True,You Belong With Me,,
