rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,6,257,5405688,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
32,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,30,224,2448281,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
33,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,32,694,2440114,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
42,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,47,365,2135732,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
50,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,49,268,2002754,pop; country; love; indie folk; country pop,You Belong With Me,,
59,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,53,254,1842587,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
70,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,66,320,1711739,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
73,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,76,432,1686630,pop; electropop; gospel; edm; exile,Golden Collection,,
90,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,91,239,1551625,pop; screamo; brutal death metal; metal; overrated,Midnights,,
121,spotify:track:6ClYMObS7f3Nn4AiZHYQt3,Taylor Swift,Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,36,36,2,1388358,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,The Cruelest Summer,,
125,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,152,158,1379768,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
192,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,188,57,1209631,country pop; pop rock; power pop; country; overrated,Kids Hits 2022,,
