rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
1,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,1,1,21,8987846,pop; best of 2025; baroque pop; synthpop; love at first listen,True,The Life of a Showgirl,,
3,spotify:track:3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,Taylor Swift,2,3,21,5633342,pop; synthpop; soft rock; rnb; christmas,True,The Life of a Showgirl,,
8,spotify:track:1jgTiNob5cVyXeJ3WgX5bL,Taylor Swift,Elizabeth Taylor,Taylor Swift,2,8,21,3454766,who put katy perry?; pop; baroque pop; soty; halsey,True,The Life of a Showgirl,,
11,spotify:track:03bTIHJElXZ0O0jqOQvAbY,Taylor Swift,Father Figure,Taylor Swift,4,9,21,3221170,soty; best of 2025; synthpop; pop; female vocalist,True,The Life of a Showgirl,,
16,spotify:track:2TEQvxxQabwLQMqWMg1qGu,Taylor Swift,Wi$h Li$t,Taylor Swift,7,15,21,2783473,pop; synthpop; fav; synth pop; dream,True,The Life of a Showgirl,,
17,spotify:track:5eXgqtg3T8Av0m1FUaGHex,"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,6,17,21,2758796,pop; power pop; rnb; disco; acid rock,True,,,
23,spotify:track:5ylJtmaWPJ33cW3En7WOu0,Taylor Swift,Wood,Taylor Swift,5,23,21,2500961,pop; funk; disco; sexy; 70s,True,The Life of a Showgirl,,
27,spotify:track:2x3mwb96B6TquRqMtbxUE1,Taylor Swift,Actually Romantic,Taylor Swift,6,25,21,2423831,pop rock; power pop; best of 2025; ended flopli xcx; disco,True,The Life of a Showgirl,,
31,spotify:track:1appZ3c336FkPvCuywfmrs,Taylor Swift,CANCELLED!,Taylor Swift,5,31,21,2312528,pop; soty; rock; female vocalist; singer-songwriter,True,The Life of a Showgirl,,
38,spotify:track:62V2ZHslgQV98gH4AuVXnr,Taylor Swift,Ruin The Friendship,Taylor Swift,10,33,21,2192107,pop; country pop; peter; soft rock; country,True,The Life of a Showgirl,,
43,spotify:track:62HoDY1Km6lm47haFpUn9c,Taylor Swift,Eldest Daughter,Taylor Swift,5,35,21,2176785,pop; 2020s; sad; experimental; ballad,True,The Life of a Showgirl,,
55,spotify:track:4qmFC3Jz5aQ0erlk2OSi2X,Taylor Swift,Honey,Taylor Swift,12,55,21,1940044,pop; rnb; soft rock; metal; power pop,True,The Life of a Showgirl,,
