rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
28,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,28,213,2307758,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
34,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,38,105,2121426,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
56,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,56,67,542,1726271,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
66,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,82,168,1617364,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
70,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,70,75,72,1592979,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
78,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,96,136,1504228,country; pop; taylor swift; love; country pop,True,Speak Now,,
96,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,112,87,1378891,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
110,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,129,280,1324498,pop; electropop; gospel; edm; exile,True,Golden Collection,,
165,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,177,211,1097650,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
179,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,179,21,1057669,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
191,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,-1,65,1037976,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
