rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
2,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,2,191,5139494,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
27,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,25,158,2464465,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
31,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,27,188,2407889,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
34,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,33,628,2318554,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
37,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,37,299,2259888,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
54,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,52,254,1826177,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
68,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,69,173,1612017,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
75,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,72,202,1564741,pop; country; love; indie folk; country pop,True,You Belong With Me,,
85,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,80,366,1501574,pop; electropop; gospel; edm; exile,True,Golden Collection,,
100,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,94,40,1398673,pop rock; rock; indie rock; pop; country rock,True,,,
133,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,127,104,1240514,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
172,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,162,30,1139991,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
179,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,163,40,1132373,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
181,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,172,54,1130129,overrated; country; country pop; rock; singer songwriter,True,Best Of 2021: Summer Lounge,,
