rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,3,147,4006805,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
33,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,34,255,2014549,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
35,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,32,39,584,1985709,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
40,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,39,44,114,1892907,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
58,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,77,210,1646702,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
61,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,75,178,1636215,country; pop; taylor swift; love; country pop,True,Speak Now,,
72,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,76,129,1553908,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
107,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,116,322,1329334,pop; electropop; gospel; edm; exile,True,Golden Collection,,
111,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,124,158,1304188,pop; country; love; indie folk; country pop,True,You Belong With Me,,
134,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,147,145,1205471,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
163,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,155,60,1112977,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
