rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,7,262,4828345,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
23,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,27,229,2510441,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
28,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,30,699,2423280,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
40,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,42,370,2054254,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
44,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,46,273,1930074,pop; country; love; indie folk; country pop,You Belong With Me,,
49,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,49,259,1821962,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
61,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,59,325,1720278,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
70,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,72,437,1625119,pop; electropop; gospel; edm; exile,Golden Collection,,
90,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,91,244,1480699,pop; screamo; brutal death metal; metal; overrated,Midnights,,
111,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,123,163,1369329,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
180,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,181,62,1157393,country pop; pop rock; power pop; country; overrated,Kids Hits 2022,,
