date,song_name,rank,streams,previous_rank,peak_rank,total_days
2021-04-14,willow,158,770250,154,,105
2021-04-14,Love Story (Taylor’s Version),64,1234642,50,,26
2021-04-14,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),140,814281,114,,16
2021-04-14,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),27,1840000,22,,8
2021-04-14,Fearless (Taylor’s Version),170,747634,110,,6
2021-04-14,You Belong With Me (Taylor’s Version),148,791092,100,,6
2021-04-15,willow,159,768318,158,,106
2021-04-15,Love Story (Taylor’s Version),74,1113807,64,,27
2021-04-15,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),174,747669,140,,17
2021-04-15,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),33,1719836,27,,9
2021-04-16,willow,196,766449,159,,107
2021-04-16,Love Story (Taylor’s Version),101,1049494,74,,28
2021-04-16,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),46,1582818,33,,10
2021-04-17,Love Story (Taylor’s Version),123,958621,101,,29
2021-04-17,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),56,1387040,46,,11
2021-04-18,Love Story (Taylor’s Version),122,843550,123,,30
2021-04-18,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),58,1198121,56,,12
2021-04-23,Love Story (Taylor’s Version),187,772589,148,,31
2021-04-23,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),82,1088946,69,,13
2021-04-24,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),113,964798,82,,14
2021-04-25,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),102,866671,113,,15
2021-04-26,willow,198,684917,,,108
2021-04-26,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),90,936137,102,,16
2021-04-27,willow,199,694166,198,,109
2021-04-27,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),99,925480,90,,17
2021-04-28,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),107,907456,99,,18
2021-04-29,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),119,892035,107,,19
2021-04-30,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),148,880032,119,,20
2021-05-01,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),179,794128,148,,21
2021-05-02,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),173,727850,179,,22
2021-05-03,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),152,774881,173,,23
2021-05-04,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),154,780099,152,,24
2021-05-05,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),163,768039,154,,25
2021-05-06,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),181,755693,163,,26
2021-05-10,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),183,704936,,,27
2021-05-11,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),195,706071,183,,28
2021-07-02,Renegade,54,1465837,,,1
2021-07-03,Renegade,138,873082,54,,2
2021-07-04,Renegade,157,737829,138,,3
2021-07-05,Renegade,154,753532,157,,4
2021-07-06,Renegade,173,727526,154,,5
2021-09-17,Wildest Dreams (Taylor's Version),19,2741826,,,1
2021-09-17,Wildest Dreams,159,883913,,,1
2021-09-18,Wildest Dreams (Taylor's Version),23,2399096,19,,2
2021-09-18,Wildest Dreams,160,866078,159,,2
2021-09-19,Wildest Dreams (Taylor's Version),25,2033696,23,,3
2021-09-19,Wildest Dreams,161,777502,160,,3
2021-09-20,Blank Space,189,741217,,,2
2021-09-20,Wildest Dreams (Taylor's Version),26,2136129,25,,4
2021-09-20,Wildest Dreams,149,809617,161,,4
2021-09-21,Blank Space,190,745279,189,,3
2021-09-21,Wildest Dreams (Taylor's Version),34,1844580,26,,5
2021-09-21,Wildest Dreams,172,790462,149,,5
2021-09-22,Blank Space,184,767646,190,,4
2021-09-22,Wildest Dreams (Taylor's Version),37,1769836,34,,6
2021-09-22,Wildest Dreams,174,790271,172,,6
2021-09-23,Blank Space,174,783796,184,,5
2021-09-23,Wildest Dreams (Taylor's Version),41,1666960,37,,7
2021-09-23,Wildest Dreams,176,781179,174,,7
2021-09-24,Wildest Dreams (Taylor's Version),37,2000978,41,,8
2021-09-25,Wildest Dreams (Taylor's Version),49,1633260,37,,9
2021-09-26,Blank Space,191,684584,,,6
2021-09-26,Wildest Dreams (Taylor's Version),43,1519249,49,,10
2021-09-26,Wildest Dreams,186,696040,,,8
2021-09-27,Blank Space,180,732383,191,,7
2021-09-27,Wildest Dreams (Taylor's Version),40,1661395,43,,11
2021-09-27,Wildest Dreams,169,748059,186,,9
2021-09-28,Blank Space,175,746650,180,,8
2021-09-28,Wildest Dreams (Taylor's Version),43,1609939,40,,12
2021-09-28,Wildest Dreams,174,748300,169,,10
2021-09-29,Blank Space,176,751483,175,,9
2021-09-29,Wildest Dreams (Taylor's Version),47,1564213,43,,13
2021-09-29,Wildest Dreams,180,743663,174,,11
2021-10-04,Blank Space,194,694309,200,,10
2021-10-04,Wildest Dreams (Taylor's Version),66,1189303,69,,14
2021-10-05,Blank Space,192,710067,194,,11
2021-10-05,Wildest Dreams (Taylor's Version),69,1175049,66,,15
2021-10-06,Blank Space,188,719756,192,,12
2021-10-06,Wildest Dreams (Taylor's Version),71,1167262,69,,16
2021-10-07,Blank Space,193,724687,188,,13
2021-10-07,Wildest Dreams (Taylor's Version),76,1134461,71,,17
2021-10-08,Wildest Dreams (Taylor's Version),92,1104139,76,,18
2021-10-09,Wildest Dreams (Taylor's Version),104,994483,92,,19
2021-10-10,Blank Space,192,669473,,,14
2021-10-10,Wildest Dreams (Taylor's Version),98,911895,104,,20
2021-10-11,Blank Space,186,716948,192,,15
2021-10-11,Wildest Dreams (Taylor's Version),91,981260,98,,21
2021-10-12,Blank Space,189,728125,186,,16
2021-10-12,Wildest Dreams (Taylor's Version),91,992915,91,,22
2021-10-13,Blank Space,184,738790,189,,17
2021-10-13,Wildest Dreams (Taylor's Version),100,964454,91,,23
2021-10-14,Blank Space,186,755009,184,,18
2021-10-14,Wildest Dreams (Taylor's Version),110,960577,100,,24
2021-10-15,Wildest Dreams (Taylor's Version),141,927148,110,,25
2021-10-16,Wildest Dreams (Taylor's Version),154,853931,141,,26
2021-10-17,Wildest Dreams (Taylor's Version),143,799725,154,,27
2021-10-18,Wildest Dreams (Taylor's Version),126,884750,143,,28
2021-10-19,Blank Space,196,732292,,,19
2021-10-19,Wildest Dreams (Taylor's Version),127,879944,126,,29
2021-10-20,Blank Space,195,737135,196,,20
2021-10-20,Wildest Dreams (Taylor's Version),141,866040,127,,30
2021-10-21,Blank Space,197,742897,195,,21
2021-10-21,Wildest Dreams (Taylor's Version),148,848369,141,,31
2021-10-22,Wildest Dreams (Taylor's Version),169,851958,148,,32
2021-10-23,Wildest Dreams (Taylor's Version),188,797838,169,,33
2021-10-28,Blank Space,176,783709,180,,22
2021-10-28,Wildest Dreams (Taylor's Version),167,813427,155,,34
2021-11-01,Wildest Dreams (Taylor's Version),186,726981,,,35
2021-11-02,Blank Space,195,727699,,,23
2021-11-02,Wildest Dreams (Taylor's Version),178,762105,186,,36
2021-11-03,Blank Space,176,762469,195,,24
2021-11-03,Wildest Dreams (Taylor's Version),171,773209,178,,37
2021-11-04,Blank Space,185,752451,176,,25
2021-11-04,Wildest Dreams (Taylor's Version),177,770528,171,,38
2021-11-06,Blank Space,199,754045,,,26
2021-11-07,Blank Space,180,701093,199,,27
2021-11-07,Wildest Dreams (Taylor's Version),186,687462,,,39
2021-11-08,Blank Space,177,752655,180,,28
2021-11-08,exile (feat. Bon Iver),200,710528,,,64
2021-11-08,Wildest Dreams (Taylor's Version),170,760870,186,,40
2021-11-08,Enchanted,147,800037,,,1
2021-11-09,Blank Space,165,789473,177,,29
2021-11-09,Wildest Dreams (Taylor's Version),157,803667,170,,41
2021-11-09,Enchanted,69,1159974,147,,2
2021-11-10,Blank Space,159,820362,165,,30
2021-11-10,Wildest Dreams (Taylor's Version),147,830105,157,,42
2021-11-10,Enchanted,57,1322344,69,,3
2021-11-10,All Too Well,200,744943,,,1
2021-11-11,Blank Space,145,848827,159,,31
2021-11-11,exile (feat. Bon Iver),194,749325,,,65
2021-11-11,Wildest Dreams (Taylor's Version),129,894229,147,,43
2021-11-11,Enchanted,53,1401907,57,,4
2021-11-11,All Too Well,86,1083012,200,,2
2021-11-12,Blank Space,155,962429,145,,32
2021-11-12,Wildest Dreams (Taylor's Version),128,1097921,129,,44
2021-11-12,Enchanted,94,1414010,53,,5
2021-11-12,All Too Well,182,893671,86,,3
2021-11-12,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),1,6673846,,,1
2021-11-12,Red (Taylor's Version),4,4967646,,,1
2021-11-12,All Too Well (Taylor's Version),7,4374870,,,1
2021-11-12,I Knew You Were Trouble (Taylor's Version),9,4264232,,,1
2021-11-12,State Of Grace (Taylor's Version),12,4058851,,,1
2021-11-12,22 (Taylor's Version),13,3911785,,,1
2021-11-12,We Are Never Ever Getting Back Together (Taylor's Version),15,3592681,,,1
2021-11-12,Treacherous (Taylor's Version),18,3512231,,,1
2021-11-12,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),20,3136993,,,1
2021-11-12,I Almost Do (Taylor's Version),21,3117452,,,1
2021-11-12,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),23,3004874,,,1
2021-11-12,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),24,2988393,,,1
2021-11-12,Stay Stay Stay (Taylor's Version),26,2964136,,,1
2021-11-12,Better Man (Taylor's Version) (From The Vault),28,2898283,,,1
2021-11-12,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),29,2820097,,,1
2021-11-12,Holy Ground (Taylor's Version),33,2628699,,,1
2021-11-12,Message In A Bottle (Taylor's Version) (From The Vault),35,2561047,,,1
2021-11-12,Begin Again (Taylor's Version),36,2558716,,,1
2021-11-12,Babe (Taylor's Version) (From The Vault),37,2511550,,,1
2021-11-12,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),38,2506493,,,1
2021-11-12,The Lucky One (Taylor's Version),41,2389222,,,1
2021-11-12,Sad Beautiful Tragic (Taylor's Version),43,2382979,,,1
2021-11-12,Starlight (Taylor's Version),47,2303813,,,1
2021-11-12,Come Back...Be Here (Taylor's Version),48,2282404,,,1
2021-11-12,The Moment I Knew (Taylor's Version),51,2222465,,,1
2021-11-12,The Very First Night (Taylor's Version) (From The Vault),55,2132940,,,1
2021-11-12,Forever Winter (Taylor's Version) (From The Vault),56,2126599,,,1
2021-11-12,Girl At Home (Taylor's Version),59,2032127,,,1
2021-11-12,Ronan (Taylor's Version),70,1837652,,,1
2021-11-12,State Of Grace (Acoustic Version) (Taylor's Version),73,1793104,,,1
2021-11-13,Blank Space,151,976361,155,,33
2021-11-13,Wildest Dreams (Taylor's Version),133,1052994,128,,45
2021-11-13,Enchanted,96,1331819,94,,6
2021-11-13,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),1,5887398,1,,2
2021-11-13,Red (Taylor's Version),11,3348114,4,,2
2021-11-13,All Too Well (Taylor's Version),12,3326933,7,,2
2021-11-13,I Knew You Were Trouble (Taylor's Version),18,2788975,9,,2
2021-11-13,State Of Grace (Taylor's Version),22,2517993,12,,2
2021-11-13,22 (Taylor's Version),20,2632876,13,,2
2021-11-13,We Are Never Ever Getting Back Together (Taylor's Version),23,2388608,15,,2
2021-11-13,Treacherous (Taylor's Version),32,2280185,18,,2
2021-11-13,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),26,2358907,20,,2
2021-11-13,I Almost Do (Taylor's Version),40,2107493,21,,2
2021-11-13,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),28,2344984,23,,2
2021-11-13,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),44,2008270,24,,2
2021-11-13,Stay Stay Stay (Taylor's Version),46,1953687,26,,2
2021-11-13,Better Man (Taylor's Version) (From The Vault),43,2013354,28,,2
2021-11-13,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),48,1945407,29,,2
2021-11-13,Holy Ground (Taylor's Version),53,1789204,33,,2
2021-11-13,Message In A Bottle (Taylor's Version) (From The Vault),50,1923788,35,,2
2021-11-13,Begin Again (Taylor's Version),54,1781166,36,,2
2021-11-13,Babe (Taylor's Version) (From The Vault),57,1757293,37,,2
2021-11-13,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),52,1814172,38,,2
2021-11-13,The Lucky One (Taylor's Version),64,1627660,41,,2
2021-11-13,Sad Beautiful Tragic (Taylor's Version),66,1624302,43,,2
2021-11-13,Starlight (Taylor's Version),70,1595956,47,,2
2021-11-13,Come Back...Be Here (Taylor's Version),68,1602765,48,,2
2021-11-13,The Moment I Knew (Taylor's Version),71,1582439,51,,2
2021-11-13,The Very First Night (Taylor's Version) (From The Vault),65,1625517,55,,2
2021-11-13,Forever Winter (Taylor's Version) (From The Vault),75,1511092,56,,2
2021-11-13,Girl At Home (Taylor's Version),84,1413979,59,,2
2021-11-13,Ronan (Taylor's Version),110,1199607,70,,2
2021-11-13,State Of Grace (Acoustic Version) (Taylor's Version),102,1283153,73,,2
2021-11-14,Blank Space,140,918581,151,,34
2021-11-14,exile (feat. Bon Iver),193,765888,,,66
2021-11-14,Wildest Dreams (Taylor's Version),126,978311,133,,46
2021-11-14,Enchanted,64,1377029,96,,7
2021-11-14,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),1,5489895,1,,3
2021-11-14,Red (Taylor's Version),13,2559470,11,,3
2021-11-14,All Too Well (Taylor's Version),12,2658489,12,,3
2021-11-14,I Knew You Were Trouble (Taylor's Version),23,2074324,18,,3
2021-11-14,State Of Grace (Taylor's Version),34,1892021,22,,3
2021-11-14,22 (Taylor's Version),30,1949812,20,,3
2021-11-14,We Are Never Ever Getting Back Together (Taylor's Version),40,1776776,23,,3
2021-11-14,Treacherous (Taylor's Version),42,1712278,32,,3
2021-11-14,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),28,1960643,26,,3
2021-11-14,I Almost Do (Taylor's Version),46,1568270,40,,3
2021-11-14,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),33,1894413,28,,3
2021-11-14,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),54,1486275,44,,3
2021-11-14,Stay Stay Stay (Taylor's Version),59,1444429,46,,3
2021-11-14,Better Man (Taylor's Version) (From The Vault),51,1544470,43,,3
2021-11-14,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),58,1460497,48,,3
2021-11-14,Holy Ground (Taylor's Version),70,1319827,53,,3
2021-11-14,Message In A Bottle (Taylor's Version) (From The Vault),45,1570456,50,,3
2021-11-14,Begin Again (Taylor's Version),71,1310198,54,,3
2021-11-14,Babe (Taylor's Version) (From The Vault),67,1336447,57,,3
2021-11-14,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),48,1564734,52,,3
2021-11-14,The Lucky One (Taylor's Version),82,1200216,64,,3
2021-11-14,Sad Beautiful Tragic (Taylor's Version),85,1196585,66,,3
2021-11-14,Starlight (Taylor's Version),90,1169485,70,,3
2021-11-14,Come Back...Be Here (Taylor's Version),84,1196783,68,,3
2021-11-14,The Moment I Knew (Taylor's Version),89,1179748,71,,3
2021-11-14,The Very First Night (Taylor's Version) (From The Vault),63,1380923,65,,3
2021-11-14,Forever Winter (Taylor's Version) (From The Vault),81,1206331,75,,3
2021-11-14,Girl At Home (Taylor's Version),106,1052922,84,,3
2021-11-14,Ronan (Taylor's Version),151,877098,110,,3
2021-11-14,State Of Grace (Acoustic Version) (Taylor's Version),132,956955,102,,3
2021-11-15,Blank Space,132,993034,140,,35
2021-11-15,exile (feat. Bon Iver),161,871892,193,,67
2021-11-15,Wildest Dreams (Taylor's Version),114,1056371,126,,47
2021-11-15,Enchanted,51,1613739,64,,8
2021-11-15,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),1,6433413,1,,4
2021-11-15,Red (Taylor's Version),16,2622090,13,,4
2021-11-15,All Too Well (Taylor's Version),13,2716112,12,,4
2021-11-15,I Knew You Were Trouble (Taylor's Version),26,2095815,23,,4
2021-11-15,State Of Grace (Taylor's Version),35,1947053,34,,4
2021-11-15,22 (Taylor's Version),36,1939318,30,,4
2021-11-15,We Are Never Ever Getting Back Together (Taylor's Version),41,1780760,40,,4
2021-11-15,Treacherous (Taylor's Version),43,1764762,42,,4
2021-11-15,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),21,2236358,28,,4
2021-11-15,I Almost Do (Taylor's Version),52,1602634,46,,4
2021-11-15,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),28,2067923,33,,4
2021-11-15,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),57,1490302,54,,4
2021-11-15,Stay Stay Stay (Taylor's Version),63,1441817,59,,4
2021-11-15,Better Man (Taylor's Version) (From The Vault),50,1616307,51,,4
2021-11-15,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),60,1487821,58,,4
2021-11-15,Holy Ground (Taylor's Version),74,1339096,70,,4
2021-11-15,Message In A Bottle (Taylor's Version) (From The Vault),46,1720604,45,,4
2021-11-15,Begin Again (Taylor's Version),77,1324560,71,,4
2021-11-15,Babe (Taylor's Version) (From The Vault),64,1418673,67,,4
2021-11-15,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),37,1925556,48,,4
2021-11-15,The Lucky One (Taylor's Version),83,1226004,82,,4
2021-11-15,Sad Beautiful Tragic (Taylor's Version),84,1221203,85,,4
2021-11-15,Starlight (Taylor's Version),90,1190011,90,,4
2021-11-15,Come Back...Be Here (Taylor's Version),82,1226241,84,,4
2021-11-15,The Moment I Knew (Taylor's Version),85,1220913,89,,4
2021-11-15,The Very First Night (Taylor's Version) (From The Vault),56,1576668,63,,4
2021-11-15,Forever Winter (Taylor's Version) (From The Vault),72,1344121,81,,4
2021-11-15,Girl At Home (Taylor's Version),107,1090599,106,,4
2021-11-15,Ronan (Taylor's Version),155,899584,151,,4
2021-11-15,State Of Grace (Acoustic Version) (Taylor's Version),131,994427,132,,4
2021-11-20,Blank Space,172,860234,159,,36
2021-11-20,Wildest Dreams (Taylor's Version),152,915743,132,,48
2021-11-20,Enchanted,73,1373444,60,,9
2021-11-20,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5,4610869,6,,5
2021-11-20,Red (Taylor's Version),61,1480462,51,,5
2021-11-20,All Too Well (Taylor's Version),59,1493463,50,,5
2021-11-20,I Knew You Were Trouble (Taylor's Version),124,1033290,92,,5
2021-11-20,State Of Grace (Taylor's Version),159,890707,116,,5
2021-11-20,22 (Taylor's Version),160,888838,126,,5
2021-11-20,We Are Never Ever Getting Back Together (Taylor's Version),198,815655,146,,5
2021-11-20,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),90,1188065,66,,5
2021-11-20,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),137,964152,95,,5
2021-11-20,Message In A Bottle (Taylor's Version) (From The Vault),176,852226,128,,5
2021-11-20,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),88,1197001,72,,5
2021-11-21,Blank Space,178,760457,172,,37
2021-11-21,Wildest Dreams (Taylor's Version),147,837182,152,,49
2021-11-21,Enchanted,67,1251341,73,,10
2021-11-21,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5,4101877,5,,6
2021-11-21,Red (Taylor's Version),66,1252865,61,,6
2021-11-21,All Too Well (Taylor's Version),64,1266729,59,,6
2021-11-21,I Knew You Were Trouble (Taylor's Version),136,872087,124,,6
2021-11-21,State Of Grace (Taylor's Version),183,754085,159,,6
2021-11-21,22 (Taylor's Version),181,757153,160,,6
2021-11-21,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),98,1031199,90,,6
2021-11-21,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),156,813650,137,,6
2021-11-21,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),100,1017726,88,,6
2021-11-22,Blank Space,171,787649,178,,38
2021-11-22,Wildest Dreams (Taylor's Version),137,884345,147,,50
2021-11-22,Enchanted,60,1354642,67,,11
2021-11-22,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),4,4395457,5,,7
2021-11-22,Red (Taylor's Version),64,1321553,66,,7
2021-11-22,All Too Well (Taylor's Version),61,1333554,64,,7
2021-11-22,I Knew You Were Trouble (Taylor's Version),132,898217,136,,7
2021-11-22,State Of Grace (Taylor's Version),165,798461,183,,7
2021-11-22,22 (Taylor's Version),178,779313,181,,7
2021-11-22,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),84,1123178,98,,7
2021-11-22,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),142,862861,156,,7
2021-11-22,Message In A Bottle (Taylor's Version) (From The Vault),179,777535,,,6
2021-11-22,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),86,1100666,100,,7
2021-11-23,Blank Space,171,818728,171,,39
2021-11-23,Wildest Dreams (Taylor's Version),137,900184,137,,51
2021-11-23,Enchanted,61,1393961,60,,12
2021-11-23,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),4,4536059,4,,8
2021-11-23,Red (Taylor's Version),75,1292261,64,,8
2021-11-23,All Too Well (Taylor's Version),71,1316487,61,,8
2021-11-23,I Knew You Were Trouble (Taylor's Version),145,875047,132,,8
2021-11-23,State Of Grace (Taylor's Version),192,780824,165,,8
2021-11-23,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),92,1088941,84,,8
2021-11-23,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),152,855367,142,,8
2021-11-23,Message In A Bottle (Taylor's Version) (From The Vault),197,772302,179,,7
2021-11-23,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),91,1089749,86,,8
2021-11-24,Blank Space,171,829986,171,,40
2021-11-24,Wildest Dreams (Taylor's Version),143,897048,137,,52
2021-11-24,Enchanted,67,1369886,61,,13
2021-11-24,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),4,4395119,4,,9
2021-11-24,Red (Taylor's Version),77,1229058,75,,9
2021-11-24,All Too Well (Taylor's Version),76,1247954,71,,9
2021-11-24,I Knew You Were Trouble (Taylor's Version),170,834574,145,,9
2021-11-24,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),107,1027646,92,,9
2021-11-24,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),177,822776,152,,9
2021-11-24,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),101,1056246,91,,9
2021-11-25,Blank Space,186,797447,171,,41
2021-11-25,Wildest Dreams (Taylor's Version),160,839454,143,,53
2021-11-25,Enchanted,72,1259169,67,,14
2021-11-25,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5,3952310,4,,10
2021-11-25,Red (Taylor's Version),100,1046731,77,,10
2021-11-25,All Too Well (Taylor's Version),92,1072687,76,,10
2021-11-25,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),149,866168,107,,10
2021-11-25,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),134,897294,101,,10
2021-11-26,Wildest Dreams (Taylor's Version),197,801624,160,,54
2021-11-26,Enchanted,85,1188297,72,,15
2021-11-26,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),7,3769484,5,,11
2021-11-26,Red (Taylor's Version),140,926183,100,,11
2021-11-26,All Too Well (Taylor's Version),125,959887,92,,11
2021-11-27,Enchanted,100,1144652,85,,16
2021-11-27,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),8,3647560,7,,12
2021-11-27,Red (Taylor's Version),176,841114,140,,12
2021-11-27,All Too Well (Taylor's Version),156,893996,125,,12
2021-11-28,Enchanted,83,1131297,100,,17
2021-11-28,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),9,3447224,8,,13
2021-11-28,Red (Taylor's Version),170,798246,176,,13
2021-11-28,All Too Well (Taylor's Version),144,854899,156,,13
2021-11-29,Wildest Dreams (Taylor's Version),176,783970,,,55
2021-11-29,Enchanted,65,1240592,83,,18
2021-11-29,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5,3702014,9,,14
2021-11-29,Red (Taylor's Version),149,850331,170,,14
2021-11-29,All Too Well (Taylor's Version),124,927292,144,,14
2021-11-29,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),171,788431,,,11
2021-11-29,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),183,774838,,,11
2021-11-30,Blank Space,197,766929,,,42
2021-11-30,Wildest Dreams (Taylor's Version),183,788315,176,,56
2021-11-30,Enchanted,74,1210505,65,,19
2021-11-30,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),8,3644428,5,,15
2021-11-30,Red (Taylor's Version),165,814956,149,,15
2021-11-30,All Too Well (Taylor's Version),138,903539,124,,15
2021-11-30,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),199,761555,171,,12
2021-12-01,Enchanted,95,1154559,74,,20
2021-12-01,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),9,3479379,8,,16
2021-12-01,All Too Well (Taylor's Version),162,854331,138,,16
2021-12-02,Enchanted,117,1058062,95,,21
2021-12-02,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),9,3156115,9,,17
2021-12-03,Enchanted,139,1029706,117,,22
2021-12-03,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),13,3048899,9,,18
2021-12-04,Enchanted,156,942354,139,,23
2021-12-04,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),18,2789739,13,,19
2021-12-05,Enchanted,144,907357,156,,24
2021-12-05,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),18,2540428,18,,20
2021-12-06,Enchanted,117,998021,144,,25
2021-12-06,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),11,2751753,18,,21
2021-12-07,Enchanted,118,1001774,117,,26
2021-12-07,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),11,2743824,11,,22
2021-12-08,Enchanted,119,980011,118,,27
2021-12-08,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),15,2707590,11,,23
2021-12-09,Enchanted,119,1002038,119,,28
2021-12-09,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),16,2696559,15,,24
2021-12-14,Enchanted,128,933860,129,,29
2021-12-14,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),21,2354115,20,,25
2021-12-15,Enchanted,138,918754,128,,30
2021-12-15,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),22,2316472,21,,26
2021-12-16,Enchanted,149,898067,138,,31
2021-12-16,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),23,2251035,22,,27
2021-12-17,Enchanted,193,854151,149,,32
2021-12-17,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),27,2185284,23,,28
2021-12-18,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),39,2019907,27,,29
2021-12-19,Enchanted,197,767935,,,33
2021-12-19,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),38,1824959,39,,30
2021-12-20,Enchanted,166,831520,197,,34
2021-12-20,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),30,1988259,38,,31
2021-12-21,Enchanted,183,830781,166,,35
