date,song_name,rank,streams,previous_rank,peak_rank,total_days
2024-02-15,Cruel Summer,48,126768,48,,107
2024-02-16,Cruel Summer,62,148055,48,,108
2024-02-17,Cruel Summer,48,154035,62,,109
2024-02-18,Cruel Summer,48,117452,48,,110
2024-02-19,Cruel Summer,49,129415,48,,111
2024-02-20,Cruel Summer,48,135474,49,,112
2024-02-26,Cruel Summer,49,121327,48,,113
2024-02-27,Cruel Summer,47,126624,49,,114
2024-02-28,Cruel Summer,46,129525,47,,115
2024-02-29,Cruel Summer,46,128532,46,,116
2024-03-01,Cruel Summer,47,135596,46,,117
2024-03-02,Cruel Summer,48,135280,47,,118
2024-03-03,Cruel Summer,49,105016,48,,119
2024-03-04,Cruel Summer,53,119475,49,,120
2024-03-05,Cruel Summer,50,122052,53,,121
2024-03-06,Cruel Summer,52,122205,50,,122
2024-03-07,Cruel Summer,48,119725,52,,123
2024-03-08,Cruel Summer,46,143248,48,,124
2024-03-09,Cruel Summer,40,149583,46,,125
2024-03-10,Cruel Summer,42,114312,40,,126
2024-03-16,Cruel Summer,47,129951,50,,127
2024-03-17,Cruel Summer,54,101606,47,,128
2024-03-18,Cruel Summer,52,110081,54,,129
2024-03-19,Cruel Summer,53,117016,52,,130
2024-03-20,Cruel Summer,51,119162,53,,131
2024-03-21,Cruel Summer,54,113498,51,,132
2024-03-22,Cruel Summer,53,120812,54,,133
2024-03-23,Cruel Summer,49,126083,53,,134
2024-03-24,Cruel Summer,54,99803,49,,135
2024-03-25,Cruel Summer,53,104881,54,,136
2024-03-26,Cruel Summer,49,107283,53,,137
2024-03-27,Cruel Summer,59,111704,49,,138
2024-03-28,Cruel Summer,55,110779,59,,139
2024-04-03,Cruel Summer,56,111085,61,,140
2024-04-04,Cruel Summer,55,109303,56,,141
2024-04-05,Cruel Summer,66,114663,55,,142
2024-04-06,Cruel Summer,57,122937,66,,143
2024-04-07,Cruel Summer,65,92214,57,,144
2024-04-08,Cruel Summer,66,100308,65,,145
2024-04-09,Cruel Summer,61,102329,66,,146
2024-04-10,Cruel Summer,62,105789,61,,147
2024-04-11,Cruel Summer,65,103581,62,,148
2024-04-12,Cruel Summer,72,114156,65,,149
2024-04-13,Cruel Summer,63,119510,72,,150
2024-04-14,Cruel Summer,61,95133,63,,151
2024-04-15,Cruel Summer,61,99362,61,,152
2024-04-21,Fortnight (feat. Post Malone),33,144176,38,,1
2024-04-21,Cruel Summer,64,90639,61,,153
2024-04-21,"So Long, London",72,86521,73,,1
2024-04-21,My Boy Only Breaks His Favorite Toys,75,85366,69,,1
2024-04-21,Down Bad,85,80589,89,,1
2024-04-21,The Tortured Poets Department,88,79441,86,,1
2024-04-21,I Can Do It With a Broken Heart,91,76398,103,,1
2024-04-21,But Daddy I Love Him,120,68103,116,,1
2024-04-21,Who’s Afraid of Little Old Me?,129,65845,130,,1
2024-04-21,Florida!!! (feat. Florence + The Machine),132,65643,127,,1
2024-04-21,Guilty as Sin?,179,55906,170,,1
2024-04-21,loml,200,52506,197,,1
2024-04-22,Fortnight (feat. Post Malone),31,159226,33,,2
2024-04-22,"So Long, London",70,93695,72,,2
2024-04-22,Cruel Summer,76,91132,64,,154
2024-04-22,My Boy Only Breaks His Favorite Toys,78,90322,75,,2
2024-04-22,Down Bad,80,88638,85,,2
2024-04-22,I Can Do It With a Broken Heart,87,86219,91,,2
2024-04-22,The Tortured Poets Department,98,80571,88,,2
2024-04-22,Florida!!! (feat. Florence + The Machine),132,70896,132,,2
2024-04-22,Who’s Afraid of Little Old Me?,133,70852,129,,2
2024-04-22,But Daddy I Love Him,134,70802,120,,2
2024-04-22,Guilty as Sin?,179,59909,179,,2
2024-04-23,Fortnight (feat. Post Malone),35,155857,31,,3
2024-04-23,Cruel Summer,79,88555,76,,155
2024-04-23,"So Long, London",85,86070,70,,3
2024-04-23,Down Bad,97,82477,80,,3
2024-04-23,My Boy Only Breaks His Favorite Toys,99,81479,78,,3
2024-04-23,I Can Do It With a Broken Heart,105,79018,87,,3
2024-04-23,The Tortured Poets Department,124,73152,98,,3
2024-04-23,Who’s Afraid of Little Old Me?,161,63590,133,,3
2024-04-23,But Daddy I Love Him,162,63560,134,,3
2024-04-23,Florida!!! (feat. Florence + The Machine),165,63121,132,,3
2024-04-24,Fortnight (feat. Post Malone),32,159743,35,,4
2024-04-24,Cruel Summer,67,93746,79,,156
2024-04-24,"So Long, London",98,80032,85,,4
2024-04-24,I Can Do It With a Broken Heart,105,77480,105,,4
2024-04-24,Down Bad,107,76782,97,,4
2024-04-24,My Boy Only Breaks His Favorite Toys,120,73642,99,,4
2024-04-24,The Tortured Poets Department,155,63624,124,,4
2024-04-24,Florida!!! (feat. Florence + The Machine),157,63379,165,,4
2024-04-24,Who’s Afraid of Little Old Me?,183,58806,161,,4
2024-04-24,But Daddy I Love Him,195,56546,162,,4
2024-04-25,Fortnight (feat. Post Malone),41,149045,32,,5
2024-04-25,Cruel Summer,85,87354,67,,157
2024-04-25,I Can Do It With a Broken Heart,117,74901,105,,5
2024-04-25,"So Long, London",123,72942,98,,5
2024-04-25,Down Bad,136,69446,107,,5
2024-04-25,My Boy Only Breaks His Favorite Toys,153,65917,120,,5
2024-04-25,Florida!!! (feat. Florence + The Machine),193,57510,157,,5
2024-04-25,The Tortured Poets Department,195,56982,155,,5
2024-04-26,Fortnight (feat. Post Malone),30,171805,41,,6
2024-04-26,I Can Do It With a Broken Heart,119,80564,117,,6
2024-04-26,Cruel Summer,124,79564,85,,158
2024-04-26,"So Long, London",163,68965,123,,6
2024-04-26,Down Bad,181,66932,136,,6
2024-04-26,My Boy Only Breaks His Favorite Toys,192,63950,153,,6
2024-04-27,Fortnight (feat. Post Malone),48,136114,30,,7
2024-04-27,Cruel Summer,142,71967,124,,159
2024-04-27,I Can Do It With a Broken Heart,157,69573,119,,7
2024-04-28,Fortnight (feat. Post Malone),40,124282,48,,8
2024-04-28,I Can Do It With a Broken Heart,144,61076,157,,8
2024-04-28,Cruel Summer,146,60816,142,,160
2024-04-29,Fortnight (feat. Post Malone),48,130047,40,,9
2024-04-29,I Can Do It With a Broken Heart,126,69821,144,,9
2024-04-29,Cruel Summer,128,69500,146,,161
2024-04-30,Fortnight (feat. Post Malone),51,128650,48,,10
2024-04-30,Cruel Summer,110,78793,128,,162
2024-04-30,I Can Do It With a Broken Heart,153,67730,126,,10
2024-05-01,Fortnight (feat. Post Malone),55,99182,51,,11
2024-05-01,Cruel Summer,120,66528,110,,163
2024-05-01,I Can Do It With a Broken Heart,195,51826,153,,11
2024-05-02,Fortnight (feat. Post Malone),55,114260,55,,12
2024-05-02,Cruel Summer,117,75381,120,,164
2024-05-02,I Can Do It With a Broken Heart,197,57736,195,,12
2024-05-03,Fortnight (feat. Post Malone),57,127456,55,,13
2024-05-03,Cruel Summer,146,74976,117,,165
2024-05-09,Fortnight (feat. Post Malone),35,155391,57,,14
2024-05-09,Cruel Summer,96,87483,116,,166
2024-05-11,Fortnight (feat. Post Malone),26,183406,26,,15
2024-05-11,Cruel Summer,71,110743,73,,167
2024-05-11,I Can Do It With a Broken Heart,159,70600,132,,13
2024-05-12,Fortnight (feat. Post Malone),24,161158,26,,16
2024-05-12,Cruel Summer,59,106021,71,,168
2024-05-12,I Can Do It With a Broken Heart,139,66366,159,,14
2024-05-14,Fortnight (feat. Post Malone),27,170713,25,,17
2024-05-14,Cruel Summer,69,99793,61,,169
2024-05-14,I Can Do It With a Broken Heart,104,76003,98,,15
2024-05-15,Fortnight (feat. Post Malone),31,173045,27,,18
2024-05-15,Cruel Summer,80,97109,69,,170
2024-05-15,I Can Do It With a Broken Heart,131,74705,104,,16
2024-05-16,Fortnight (feat. Post Malone),42,150024,31,,19
2024-05-16,Cruel Summer,74,95401,80,,171
2024-05-16,I Can Do It With a Broken Heart,143,68882,131,,17
2024-05-17,Fortnight (feat. Post Malone),69,134567,42,,20
2024-05-17,Cruel Summer,99,102398,74,,172
2024-05-18,Fortnight (feat. Post Malone),73,117712,69,,21
2024-05-18,Cruel Summer,102,96835,99,,173
2024-05-19,Fortnight (feat. Post Malone),80,94327,73,,22
2024-05-19,Cruel Summer,101,81913,102,,174
2024-05-20,Fortnight (feat. Post Malone),74,100842,80,,23
2024-05-20,Cruel Summer,97,84295,101,,175
2024-05-21,Fortnight (feat. Post Malone),71,108184,74,,24
2024-05-21,Cruel Summer,101,85965,97,,176
2024-05-27,Fortnight (feat. Post Malone),60,107178,67,,25
2024-05-27,Cruel Summer,108,78301,127,,177
2024-05-28,Fortnight (feat. Post Malone),63,112415,60,,26
2024-05-28,Cruel Summer,109,81534,108,,178
2024-05-29,Fortnight (feat. Post Malone),67,112473,63,,27
2024-05-29,Cruel Summer,114,83135,109,,179
2024-05-30,Fortnight (feat. Post Malone),62,112780,67,,28
2024-05-30,Cruel Summer,110,81216,114,,180
2024-05-31,Fortnight (feat. Post Malone),87,122634,62,,29
2024-05-31,Cruel Summer,147,85783,110,,181
2024-06-01,Fortnight (feat. Post Malone),76,119210,87,,30
2024-06-01,Cruel Summer,129,89109,147,,182
2024-06-02,Fortnight (feat. Post Malone),73,101757,76,,31
2024-06-02,Cruel Summer,105,80762,129,,183
2024-06-03,Fortnight (feat. Post Malone),79,113488,73,,32
2024-06-03,Cruel Summer,102,90869,105,,184
2024-06-04,Fortnight (feat. Post Malone),74,117072,79,,33
2024-06-04,Cruel Summer,103,91703,102,,185
2024-06-05,Fortnight (feat. Post Malone),74,116423,74,,34
2024-06-05,Cruel Summer,111,92948,103,,186
2024-06-06,Fortnight (feat. Post Malone),67,114288,74,,35
2024-06-06,Cruel Summer,118,86843,111,,187
2024-06-07,Fortnight (feat. Post Malone),73,126005,67,,36
2024-06-07,Cruel Summer,105,103267,118,,188
2024-06-08,Fortnight (feat. Post Malone),67,123840,73,,37
2024-06-08,Cruel Summer,94,101107,105,,189
2024-06-09,Fortnight (feat. Post Malone),67,96074,67,,38
2024-06-09,Cruel Summer,104,77929,94,,190
2024-06-10,Fortnight (feat. Post Malone),68,107390,67,,39
2024-06-10,Cruel Summer,101,83367,104,,191
2024-06-11,Fortnight (feat. Post Malone),62,112520,68,,40
2024-06-11,Cruel Summer,97,88391,101,,192
2024-06-12,Fortnight (feat. Post Malone),66,109556,62,,41
2024-06-12,Cruel Summer,105,86481,97,,193
2024-06-18,Fortnight (feat. Post Malone),62,100872,63,,42
2024-06-18,Cruel Summer,91,83133,89,,194
2024-06-19,Fortnight (feat. Post Malone),66,101274,62,,43
2024-06-19,Cruel Summer,94,83767,91,,195
2024-06-20,Fortnight (feat. Post Malone),63,98795,66,,44
2024-06-20,Cruel Summer,90,84156,94,,196
2024-06-21,Fortnight (feat. Post Malone),79,101933,63,,45
2024-06-21,Cruel Summer,149,76627,90,,197
2024-06-22,Fortnight (feat. Post Malone),67,99825,79,,46
2024-06-22,Cruel Summer,144,72180,149,,198
2024-06-23,Fortnight (feat. Post Malone),73,85612,67,,47
2024-06-23,Cruel Summer,145,65105,144,,199
2024-06-24,Fortnight (feat. Post Malone),68,95338,73,,48
2024-06-24,Cruel Summer,117,74437,145,,200
2024-06-25,Fortnight (feat. Post Malone),71,94021,68,,49
2024-06-25,Cruel Summer,124,72442,117,,201
2024-06-26,Fortnight (feat. Post Malone),81,92583,71,,50
2024-06-26,Cruel Summer,148,71336,124,,202
2024-06-27,Fortnight (feat. Post Malone),81,94463,81,,51
2024-06-27,Cruel Summer,137,74055,148,,203
2024-06-28,Fortnight (feat. Post Malone),78,102848,81,,52
2024-06-28,Cruel Summer,149,78215,137,,204
2024-06-29,Fortnight (feat. Post Malone),70,98744,78,,53
2024-06-29,Cruel Summer,149,72081,149,,205
2024-06-30,Fortnight (feat. Post Malone),87,78668,70,,54
2024-06-30,Cruel Summer,151,61790,149,,206
2024-07-01,Fortnight (feat. Post Malone),81,87591,87,,55
2024-07-01,Cruel Summer,146,64806,151,,207
2024-07-02,Fortnight (feat. Post Malone),84,93242,81,,56
2024-07-02,Cruel Summer,158,66445,146,,208
2024-07-08,Fortnight (feat. Post Malone),69,96509,76,,57
2024-07-08,Cruel Summer,131,70993,149,,209
2024-07-09,Fortnight (feat. Post Malone),60,99371,69,,58
2024-07-09,Cruel Summer,136,68734,131,,210
2024-07-10,Fortnight (feat. Post Malone),70,95121,60,,59
2024-07-10,Cruel Summer,147,66652,136,,211
2024-07-11,Fortnight (feat. Post Malone),71,98302,70,,60
2024-07-11,Cruel Summer,151,68311,147,,212
2024-07-12,Fortnight (feat. Post Malone),69,108623,71,,61
2024-07-12,Cruel Summer,154,74902,151,,213
2024-07-13,Fortnight (feat. Post Malone),73,107641,69,,62
2024-07-13,Cruel Summer,162,69905,154,,214
2024-07-14,Fortnight (feat. Post Malone),78,84561,73,,63
2024-07-14,Cruel Summer,153,60146,162,,215
2024-07-15,Fortnight (feat. Post Malone),71,95410,78,,64
2024-07-15,Cruel Summer,134,69820,153,,216
2024-07-16,Fortnight (feat. Post Malone),69,98626,71,,65
2024-07-16,Cruel Summer,137,71743,134,,217
2024-07-17,Fortnight (feat. Post Malone),70,98438,69,,66
2024-07-17,Cruel Summer,145,69207,137,,218
2024-07-18,Fortnight (feat. Post Malone),100,88436,70,,67
2024-07-18,Cruel Summer,152,70106,145,,219
2024-07-19,Cruel Summer,167,74085,152,,220
2024-07-20,Cruel Summer,174,69674,167,,221
2024-07-21,Cruel Summer,167,59292,174,,222
2024-07-22,Cruel Summer,163,68075,167,,223
2024-07-29,Cruel Summer,176,60986,190,,224
2024-07-30,Cruel Summer,177,59948,176,,225
2024-07-31,Cruel Summer,179,58749,177,,226
2024-08-01,Cruel Summer,168,62719,179,,227
2024-08-02,Cruel Summer,171,65951,168,,228
2024-08-03,Cruel Summer,189,62118,171,,229
2024-08-04,Cruel Summer,185,54591,189,,230
2024-08-05,Cruel Summer,173,60435,185,,231
2024-08-06,Cruel Summer,168,60363,173,,232
2024-08-07,Cruel Summer,185,57912,168,,233
2024-08-08,Cruel Summer,153,63252,185,,234
2024-08-09,Cruel Summer,179,60323,153,,235
2024-08-10,Cruel Summer,169,63855,179,,236
2024-08-19,Cruel Summer,181,60736,193,,237
2024-08-20,Cruel Summer,161,62785,181,,238
2024-08-21,Cruel Summer,158,64466,161,,239
2024-08-22,Cruel Summer,186,59753,158,,240
2024-08-23,Cruel Summer,194,61498,186,,241
2024-08-24,Cruel Summer,189,62065,194,,242
2024-08-25,Cruel Summer,200,52828,189,,243
2024-08-26,Cruel Summer,199,58113,200,,244
2025-10-04,The Fate of Ophelia,10,281216,2,,1
2025-10-04,Elizabeth Taylor,28,184247,5,,1
2025-10-04,Opalite,29,180785,8,,1
2025-10-04,Father Figure,42,148012,14,,1
2025-10-04,CANCELLED!,48,142691,20,,1
2025-10-04,The Life of a Showgirl (feat. Sabrina Carpenter),59,131119,22,,1
2025-10-04,Eldest Daughter,62,129709,18,,1
2025-10-04,Actually Romantic,65,127803,21,,1
2025-10-04,Ruin The Friendship,70,123437,23,,1
2025-10-04,Wood,71,123396,28,,1
2025-10-04,Wi$h Li$t,72,122692,27,,1
2025-10-04,Honey,91,105197,36,,1
2025-10-05,The Fate of Ophelia,6,241617,10,,2
2025-10-05,Opalite,31,147283,29,,2
2025-10-05,Elizabeth Taylor,32,145409,28,,2
2025-10-05,Father Figure,47,115026,42,,2
2025-10-05,CANCELLED!,57,108646,48,,2
2025-10-05,Eldest Daughter,71,97640,62,,2
2025-10-05,The Life of a Showgirl (feat. Sabrina Carpenter),72,97161,59,,2
2025-10-05,Actually Romantic,76,95293,65,,2
2025-10-05,Ruin The Friendship,79,93679,70,,2
2025-10-05,Wi$h Li$t,83,92099,72,,2
2025-10-05,Wood,84,91936,71,,2
2025-10-05,Honey,113,78276,91,,2
2025-10-06,The Fate of Ophelia,6,290735,6,,3
2025-10-06,Opalite,30,167041,31,,3
2025-10-06,Elizabeth Taylor,32,160113,32,,3
2025-10-06,Father Figure,46,128562,47,,3
2025-10-06,CANCELLED!,53,121016,57,,3
2025-10-06,The Life of a Showgirl (feat. Sabrina Carpenter),66,105387,72,,3
2025-10-06,Actually Romantic,67,104842,76,,3
2025-10-06,Eldest Daughter,70,103872,71,,3
2025-10-06,Ruin The Friendship,79,98143,79,,3
2025-10-06,Wood,80,97965,84,,3
2025-10-06,Wi$h Li$t,81,97689,83,,3
2025-10-06,Honey,110,82793,113,,3
2025-10-07,The Fate of Ophelia,5,311775,6,,4
2025-10-07,Opalite,35,155325,30,,4
2025-10-07,Elizabeth Taylor,39,144389,32,,4
2025-10-07,Father Figure,58,115955,46,,4
2025-10-07,CANCELLED!,67,106591,53,,4
2025-10-07,The Life of a Showgirl (feat. Sabrina Carpenter),86,94135,66,,4
2025-10-07,Actually Romantic,90,92290,67,,4
2025-10-07,Eldest Daughter,92,91434,70,,4
2025-10-07,Wi$h Li$t,96,88231,81,,4
2025-10-07,Wood,97,87910,80,,4
2025-10-07,Ruin The Friendship,104,85992,79,,4
2025-10-07,Honey,141,72155,110,,4
2025-10-08,The Fate of Ophelia,6,308979,5,,5
2025-10-08,Opalite,39,149339,35,,5
2025-10-08,Elizabeth Taylor,44,138182,39,,5
2025-10-08,Father Figure,73,108185,58,,5
2025-10-08,CANCELLED!,81,101649,67,,5
2025-10-08,The Life of a Showgirl (feat. Sabrina Carpenter),107,88041,86,,5
2025-10-08,Actually Romantic,115,85551,90,,5
2025-10-08,Wood,120,84002,97,,5
2025-10-08,Eldest Daughter,126,83184,92,,5
2025-10-08,Wi$h Li$t,129,81847,96,,5
2025-10-08,Ruin The Friendship,140,78154,104,,5
2025-10-08,Honey,195,66538,141,,5
2025-10-09,The Fate of Ophelia,7,289432,6,,6
2025-10-09,Opalite,40,134614,39,,6
2025-10-09,Elizabeth Taylor,51,120551,44,,6
2025-10-09,Father Figure,87,92902,73,,6
2025-10-09,CANCELLED!,95,87233,81,,6
2025-10-09,The Life of a Showgirl (feat. Sabrina Carpenter),131,75748,107,,6
2025-10-09,Actually Romantic,143,72879,115,,6
2025-10-09,Eldest Daughter,147,72151,126,,6
2025-10-09,Wood,154,70981,120,,6
2025-10-09,Wi$h Li$t,157,70502,129,,6
2025-10-09,Ruin The Friendship,163,68639,140,,6
2025-10-10,The Fate of Ophelia,7,328730,7,,7
2025-10-10,Opalite,43,147389,40,,7
2025-10-10,Elizabeth Taylor,85,110140,51,,7
2025-10-10,Father Figure,131,86420,87,,7
2025-10-10,CANCELLED!,143,82499,95,,7
2025-10-10,The Life of a Showgirl (feat. Sabrina Carpenter),147,81886,131,,7
2025-10-11,The Fate of Ophelia,9,299787,7,,8
2025-10-11,Opalite,75,117414,43,,8
2025-10-11,Elizabeth Taylor,97,97869,85,,8
2025-10-11,Father Figure,169,73760,131,,8
2025-10-11,CANCELLED!,189,71084,143,,8
2025-10-12,The Fate of Ophelia,9,240167,9,,9
2025-10-12,Opalite,69,99288,75,,9
2025-10-12,Elizabeth Taylor,108,76755,97,,9
2025-10-12,Father Figure,184,59865,169,,9
2025-10-14,The Fate of Ophelia,6,271629,6,,10
2025-10-14,Opalite,61,105088,58,,10
2025-10-14,Elizabeth Taylor,104,80968,96,,10
2025-10-14,Father Figure,185,63045,156,,10
2025-10-15,The Fate of Ophelia,11,271422,6,,11
2025-10-15,Opalite,79,101841,61,,11
2025-10-15,Elizabeth Taylor,139,75121,104,,11
2025-10-16,The Fate of Ophelia,6,258450,11,,12
2025-10-16,Opalite,78,94227,79,,12
2025-10-16,Elizabeth Taylor,149,69747,139,,12
2025-10-17,The Fate of Ophelia,11,265370,6,,13
2025-10-17,Opalite,102,92292,78,,13
2025-10-17,Elizabeth Taylor,193,69879,149,,13
2025-10-18,The Fate of Ophelia,16,250073,11,,14
2025-10-18,Opalite,136,81318,102,,14
2025-10-19,The Fate of Ophelia,18,199592,16,,15
2025-10-19,Opalite,143,66103,136,,15
2025-10-20,The Fate of Ophelia,14,237670,18,,16
2025-10-20,Opalite,123,78021,143,,16
2025-10-21,The Fate of Ophelia,14,233415,14,,17
2025-10-21,Opalite,141,72546,123,,17
2025-10-22,The Fate of Ophelia,14,230303,14,,18
2025-10-22,Opalite,143,71802,141,,18
2025-10-23,The Fate of Ophelia,14,225728,14,,19
2025-10-23,Opalite,164,68717,143,,19
2025-10-24,The Fate of Ophelia,14,243962,14,,20
2025-10-24,Opalite,172,71824,164,,20
2025-10-25,The Fate of Ophelia,15,224742,14,,21
2025-10-26,The Fate of Ophelia,15,187638,15,,22
2025-10-27,The Fate of Ophelia,15,218608,15,,23
2025-10-28,The Fate of Ophelia,14,221636,15,,24
2025-10-29,The Fate of Ophelia,15,216566,14,,25
2025-10-30,The Fate of Ophelia,16,221064,15,,26
2025-10-31,The Fate of Ophelia,16,242392,16,,27
2025-11-01,The Fate of Ophelia,17,207344,16,,28
2025-11-02,The Fate of Ophelia,16,187029,17,,29
2025-11-04,The Fate of Ophelia,7,218186,8,,30
2025-11-04,Opalite,154,67753,186,,21
2025-11-05,The Fate of Ophelia,12,225041,7,,31
2025-11-06,The Fate of Ophelia,7,226272,12,,32
2025-11-07,The Fate of Ophelia,24,252679,7,,33
2025-11-08,The Fate of Ophelia,15,258570,24,,34
2025-11-09,The Fate of Ophelia,10,207196,15,,35
2025-11-10,The Fate of Ophelia,8,244627,10,,36
2025-11-11,The Fate of Ophelia,8,229173,8,,37
2025-11-12,The Fate of Ophelia,8,244835,8,,38
2025-11-13,The Fate of Ophelia,6,238025,8,,39
2025-11-14,The Fate of Ophelia,8,251036,6,,40
2025-11-15,The Fate of Ophelia,12,253735,8,,41
2025-11-16,The Fate of Ophelia,9,199736,12,,42
2025-11-17,The Fate of Ophelia,8,228664,9,,43
2025-11-18,The Fate of Ophelia,8,229361,8,,44
2025-11-19,The Fate of Ophelia,8,234175,8,,45
2025-11-20,The Fate of Ophelia,8,231665,8,,46
2025-11-21,The Fate of Ophelia,8,247146,8,,47
2025-11-22,The Fate of Ophelia,9,249744,8,,48
2025-11-23,The Fate of Ophelia,9,196298,9,,49
2025-11-24,The Fate of Ophelia,8,225480,9,,50
2025-11-25,The Fate of Ophelia,6,231524,8,,51
2025-11-26,The Fate of Ophelia,6,238825,6,,52
2025-11-27,The Fate of Ophelia,6,231529,6,,53
2025-11-28,The Fate of Ophelia,7,257838,6,,54
2025-11-29,The Fate of Ophelia,11,252080,7,,55
2025-11-30,The Fate of Ophelia,8,202903,11,,56
2025-12-01,The Fate of Ophelia,7,223006,8,,57
2025-12-02,The Fate of Ophelia,8,225172,7,,58
2025-12-03,The Fate of Ophelia,8,233917,8,,59
2025-12-04,The Fate of Ophelia,8,221604,8,,60
2025-12-05,The Fate of Ophelia,7,241069,8,,61
2025-12-06,The Fate of Ophelia,10,242895,7,,62
2025-12-07,The Fate of Ophelia,9,199469,10,,63
2025-12-08,The Fate of Ophelia,7,227446,9,,64
2025-12-09,The Fate of Ophelia,6,233723,7,,65
2025-12-10,The Fate of Ophelia,7,239145,6,,66
2025-12-11,The Fate of Ophelia,7,236252,7,,67
2025-12-12,The Fate of Ophelia,7,262071,7,,68
2025-12-13,The Fate of Ophelia,7,269050,7,,69
2025-12-14,The Fate of Ophelia,7,211553,7,,70
2025-12-15,The Fate of Ophelia,7,235723,7,,71
2025-12-16,The Fate of Ophelia,7,238095,7,,72
2025-12-17,The Fate of Ophelia,7,246004,7,,73
2025-12-18,The Fate of Ophelia,7,241752,7,,74
2025-12-19,The Fate of Ophelia,8,264958,7,,75
2025-12-20,The Fate of Ophelia,8,274593,8,,76
2025-12-21,The Fate of Ophelia,9,227024,8,,77
2025-12-22,The Fate of Ophelia,7,261869,9,,78
2025-12-23,The Fate of Ophelia,7,265314,7,,79
2025-12-24,The Fate of Ophelia,34,295880,7,,80
2025-12-25,The Fate of Ophelia,25,189223,34,,81
2025-12-26,The Fate of Ophelia,8,232223,25,,82
2025-12-27,The Fate of Ophelia,8,240531,8,,83
2025-12-28,The Fate of Ophelia,9,209855,8,,84
2025-12-29,The Fate of Ophelia,6,243087,9,,85
2025-12-30,The Fate of Ophelia,7,251580,6,,86
2025-12-31,The Fate of Ophelia,8,374317,7,,87
2026-01-01,The Fate of Ophelia,9,188568,8,,88
2026-01-02,The Fate of Ophelia,9,237973,9,,89
2026-01-03,The Fate of Ophelia,8,241078,9,,90
2026-01-04,The Fate of Ophelia,9,204383,8,,91
2026-01-05,The Fate of Ophelia,9,224778,9,,92
2026-01-06,The Fate of Ophelia,10,218576,9,,93
2026-01-07,The Fate of Ophelia,10,219736,10,,94
2026-01-08,The Fate of Ophelia,10,230386,10,,95
2026-01-09,The Fate of Ophelia,25,262444,10,,96
2026-01-10,The Fate of Ophelia,12,270003,25,,97
2026-01-11,The Fate of Ophelia,12,216994,12,,98
2026-01-12,The Fate of Ophelia,14,232056,12,,99
2026-01-13,The Fate of Ophelia,12,234297,14,,100
2026-01-14,The Fate of Ophelia,12,239592,12,,101
2026-01-15,The Fate of Ophelia,12,227018,12,,102
2026-01-16,The Fate of Ophelia,14,235643,12,,103
2026-01-17,The Fate of Ophelia,14,250696,14,,104
2026-01-18,The Fate of Ophelia,15,186944,14,,105
2026-01-19,The Fate of Ophelia,13,204716,15,,106
2026-01-20,The Fate of Ophelia,14,208306,13,,107
2026-01-21,The Fate of Ophelia,14,219115,14,,108
2026-01-22,The Fate of Ophelia,14,209321,14,,109
2026-01-23,The Fate of Ophelia,15,223761,14,,110
2026-01-24,The Fate of Ophelia,14,235606,15,,111
2026-01-25,The Fate of Ophelia,15,187980,14,,112
2026-01-26,The Fate of Ophelia,15,196609,15,,113
2026-01-28,The Fate of Ophelia,15,213795,15,,114
2026-01-29,The Fate of Ophelia,15,203064,15,,115
2026-01-30,The Fate of Ophelia,15,217023,15,,116
2026-01-31,The Fate of Ophelia,16,230023,15,,117
2026-02-01,The Fate of Ophelia,17,179556,16,,118
2026-02-02,The Fate of Ophelia,16,188157,17,,119
2026-02-03,The Fate of Ophelia,16,189767,16,,120
2026-02-04,The Fate of Ophelia,16,202975,16,,121
2026-02-06,The Fate of Ophelia,18,209814,16,,122
2026-02-06,Opalite,59,123266,196,,22
2026-02-07,The Fate of Ophelia,15,228174,18,,123
2026-02-07,Opalite,75,109217,59,,23
2026-02-08,The Fate of Ophelia,17,175271,15,,124
2026-02-08,Opalite,104,75847,75,,24
2026-02-09,The Fate of Ophelia,23,180283,17,,125
2026-02-09,Opalite,124,75848,104,,25
2026-02-10,The Fate of Ophelia,24,179003,23,,126
2026-02-10,Opalite,124,74030,124,,26
2026-02-11,The Fate of Ophelia,23,187158,24,,127
2026-02-11,Opalite,136,74373,124,,27
2026-02-12,The Fate of Ophelia,23,175517,23,,128
2026-02-12,Opalite,136,72152,136,,28
2026-02-13,The Fate of Ophelia,23,197769,23,,129
2026-02-13,Opalite,141,80546,136,,29
2026-02-14,The Fate of Ophelia,23,199578,23,,130
2026-02-14,Opalite,138,83374,141,,30
2026-02-15,The Fate of Ophelia,24,153412,23,,131
2026-02-15,Opalite,176,57764,138,,31
2026-02-16,The Fate of Ophelia,26,174124,24,,132
2026-02-16,Opalite,153,69289,176,,32
2026-02-17,The Fate of Ophelia,24,178780,26,,133
2026-02-17,Opalite,151,71715,153,,33
2026-02-18,The Fate of Ophelia,23,172239,24,,134
2026-02-18,Opalite,150,68270,151,,34
2026-02-19,The Fate of Ophelia,23,168846,23,,135
2026-02-19,Opalite,145,67233,150,,35
2026-02-20,The Fate of Ophelia,23,186724,23,,136
2026-02-20,Opalite,152,72423,145,,36
2026-02-21,The Fate of Ophelia,21,192562,23,,137
2026-02-21,Opalite,141,73631,152,,37
2026-02-22,The Fate of Ophelia,19,151942,21,,138
2026-02-22,Opalite,164,55878,141,,38
2026-02-23,The Fate of Ophelia,20,168619,19,,139
