rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
23,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,24,188,2629297,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
62,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,63,80,1777004,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
77,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,71,74,517,1595268,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
98,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,95,143,1476818,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
108,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,105,107,47,1440030,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
112,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,109,41,1401393,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
114,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,113,186,1398271,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
130,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,129,255,1326383,pop; electropop; gospel; edm; exile,True,Golden Collection,,
141,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,143,62,1269901,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
147,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,145,111,1256348,country; pop; taylor swift; love; country pop,True,Speak Now,,
198,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,189,142,1102878,pop; synthpop; electropop; overrated; aoty,True,Midnights [Clean],,
