rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,3,143,3900213,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
26,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,27,251,2370357,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
36,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,33,36,580,2175849,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
40,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,40,48,110,2074219,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
58,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,63,206,1828281,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
59,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,64,174,1826626,country; pop; taylor swift; love; country pop,True,Speak Now,,
63,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,67,125,1798557,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
83,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,89,318,1574104,pop; electropop; gospel; edm; exile,True,Golden Collection,,
97,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,104,154,1473710,pop; country; love; indie folk; country pop,True,You Belong With Me,,
135,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,148,141,1297186,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
155,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,175,56,1228736,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
178,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,199,235,1162948,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
