rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
1,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,1,1,4,17150536,pop; best of 2025; baroque pop; synthpop; love at first listen,True,The Life of a Showgirl,,
2,spotify:track:3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,Taylor Swift,2,2,4,12239142,pop; synthpop; soft rock; rnb; christmas,True,The Life of a Showgirl,,
3,spotify:track:1jgTiNob5cVyXeJ3WgX5bL,Taylor Swift,Elizabeth Taylor,Taylor Swift,2,3,4,10819221,who put katy perry?; pop; baroque pop; soty; halsey,True,The Life of a Showgirl,,
4,spotify:track:03bTIHJElXZ0O0jqOQvAbY,Taylor Swift,Father Figure,Taylor Swift,4,4,4,9717650,soty; best of 2025; synthpop; pop; female vocalist,True,The Life of a Showgirl,,
5,spotify:track:1appZ3c336FkPvCuywfmrs,Taylor Swift,CANCELLED!,Taylor Swift,5,6,4,8119138,pop; soty; rock; female vocalist; singer-songwriter,True,The Life of a Showgirl,,
6,spotify:track:2x3mwb96B6TquRqMtbxUE1,Taylor Swift,Actually Romantic,Taylor Swift,6,9,4,8099916,pop rock; power pop; best of 2025; ended flopli xcx; disco,True,The Life of a Showgirl,,
7,spotify:track:5ylJtmaWPJ33cW3En7WOu0,Taylor Swift,Wood,Taylor Swift,5,5,4,8064350,pop; funk; disco; sexy; 70s,True,The Life of a Showgirl,,
8,spotify:track:2TEQvxxQabwLQMqWMg1qGu,Taylor Swift,Wi$h Li$t,Taylor Swift,7,7,4,7937171,pop; synthpop; fav; synth pop; dream,True,The Life of a Showgirl,,
9,spotify:track:5eXgqtg3T8Av0m1FUaGHex,"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,7,8,4,7925367,pop; power pop; rnb; disco; acid rock,True,,,
10,spotify:track:62HoDY1Km6lm47haFpUn9c,Taylor Swift,Eldest Daughter,Taylor Swift,5,10,4,7760342,pop; 2020s; sad; experimental; ballad,True,The Life of a Showgirl,,
11,spotify:track:62V2ZHslgQV98gH4AuVXnr,Taylor Swift,Ruin The Friendship,Taylor Swift,10,11,4,7421480,pop; country pop; peter; soft rock; country,True,The Life of a Showgirl,,
13,spotify:track:4qmFC3Jz5aQ0erlk2OSi2X,Taylor Swift,Honey,Taylor Swift,12,13,4,6538501,pop; rnb; soft rock; metal; power pop,True,The Life of a Showgirl,,
118,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,142,973,1435674,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
139,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,156,554,1318865,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
