rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
2,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,2,150,4558302,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
28,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,34,258,2285627,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
29,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,29,31,587,2263490,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
37,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,37,42,117,2132109,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
48,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,52,213,1887346,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
51,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,65,181,1855125,country; pop; taylor swift; love; country pop,True,Speak Now,,
65,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,69,132,1754476,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
93,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,103,325,1500491,pop; electropop; gospel; edm; exile,True,Golden Collection,,
101,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,111,161,1448057,pop; country; love; indie folk; country pop,True,You Belong With Me,,
126,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,135,148,1326315,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
144,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,141,63,1251152,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
200,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,-1,237,1120949,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
