rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,5,141,3608705,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
26,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,29,249,2268848,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
35,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,33,38,578,2075522,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
41,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,41,44,108,1967803,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
58,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,57,172,1763550,country; pop; taylor swift; love; country pop,True,Speak Now,,
59,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,67,204,1747001,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
66,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,68,123,1706318,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
86,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,94,316,1504358,pop; electropop; gospel; edm; exile,True,Golden Collection,,
96,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,107,152,1426935,pop; country; love; indie folk; country pop,True,You Belong With Me,,
145,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,153,139,1230087,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
172,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,170,54,1151954,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
179,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,194,233,1126991,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
