rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,4,185,4825397,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
25,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,25,182,2409791,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
32,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,34,293,2278388,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
34,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,35,152,2228393,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
35,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,36,622,2224056,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
42,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,42,248,1987966,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
66,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,70,167,1662577,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
77,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,80,196,1566870,pop; country; love; indie folk; country pop,True,You Belong With Me,,
78,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,81,360,1562090,pop; electropop; gospel; edm; exile,True,Golden Collection,,
88,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,93,34,1476892,pop rock; rock; indie rock; pop; country rock,True,,,
139,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,160,98,1233733,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
158,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,159,34,1204595,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
160,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,165,24,1196024,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
166,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,170,48,1184717,overrated; country; country pop; rock; singer songwriter,True,Best Of 2021: Summer Lounge,,
