rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
27,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,8,250,4638194,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
53,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,36,687,2307199,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
55,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,37,217,2257343,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
65,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,52,358,2001717,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
72,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,75,261,1849508,pop; country; love; indie folk; country pop,You Belong With Me,,
81,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,63,247,1764700,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
95,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,71,313,1644694,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
100,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,86,425,1614343,pop; electropop; gospel; edm; exile,Golden Collection,,
127,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,132,232,1444887,pop; screamo; brutal death metal; metal; overrated,Midnights,,
162,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,183,151,1292112,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
