rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
6,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,5,13,4396588,pop; synthpop; synthwave; electropop; masterpiece,1989 (Taylor’s Version) (Deluxe),,
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,8,276,4297440,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
15,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,13,13,3156756,from the vault; synthpop; dance-pop; female vocalist; alt-pop,1989 (Taylor’s Version) (Deluxe),,
22,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,20,13,2457744,synthpop; pop; dream pop; female vocalists; singer song writer,1989 (Taylor’s Version) (Deluxe),,
33,spotify:track:4NioO5R9sHEZh4cGzMHyNt,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,27,13,2192253,pop; synthpop; pop rock; female vocalists; singer songwriter,1989 (Taylor’s Version) (Deluxe),,
46,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,Style (Taylor's Version),Taylor Swift,1,45,13,1832088,better than original; pop; pop perfection; synthpop; synthwave,1989 (Taylor's Version),,
47,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,51,384,1801122,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
50,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,52,287,1760002,pop; country; love; indie folk; country pop,You Belong With Me,,
53,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,56,713,1719092,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
60,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,58,243,1657719,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
65,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,57,85,1627540,pop; dream pop; synthpop; ballad; lana del rey -ish,1989 (Taylor's Version),,
79,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,82,273,1544567,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
84,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,83,339,1517800,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
85,spotify:track:45wMBGri1PORPjM9PwFfrS,Taylor Swift,Blank Space (Taylor's Version),Taylor Swift,3,72,13,1507840,electropop; pop; synthpop; teen pop; taylor swift,1989 (Taylor's Version),,
92,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,92,451,1465531,pop; electropop; gospel; edm; exile,Golden Collection,,
99,spotify:track:6T0sEnqjmHISIKwFETeeiP,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,9,68,13,1434238,synthpop; from the vault; synth pop; amazing; suburban legends,1989 (Taylor’s Version) (Deluxe),,
145,spotify:track:045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,Out Of The Woods (Taylor's Version),Taylor Swift,8,113,13,1305077,synthpop; electropop; my top songs; pop; goodgirl owns this song,1989 (Taylor's Version),,
185,spotify:track:1hR8BSuEqPCCZfv93zzzz9,Taylor Swift,Welcome To New York (Taylor's Version),Taylor Swift,6,163,13,1168991,synthpop; electropop; pop; female vocalist; disco,1989 (Taylor's Version),,
193,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,193,86,1148615,overrated; country; country pop; rock; singer songwriter,Best Of 2021: Summer Lounge,,
195,spotify:track:2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),Taylor Swift,15,168,13,1146596,synthpop; female vocalist; electropop; pop; radio,1989 (Taylor's Version),,
197,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,194,257,1143262,pop; screamo; brutal death metal; metal; overrated,Midnights,,
