rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,7,258,5034644,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
26,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,33,695,2424589,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
27,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,32,225,2407374,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
40,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,42,366,2150492,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
44,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,50,269,1994382,pop; country; love; indie folk; country pop,You Belong With Me,,
61,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,59,255,1767089,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
72,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,70,321,1636279,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
73,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,73,433,1632697,pop; electropop; gospel; edm; exile,Golden Collection,,
82,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,90,240,1552795,pop; screamo; brutal death metal; metal; overrated,Midnights,,
112,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,125,159,1387147,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
155,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,192,58,1234430,country pop; pop rock; power pop; country; overrated,Kids Hits 2022,,
182,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,-1,77,1162878,overrated; country; country pop; rock; singer songwriter,Best Of 2021: Summer Lounge,,
