rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
17,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,12,16,2276519
31,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,"Taylor Swift, Bon Iver",exile (feat. Bon Iver),Taylor Swift,3,18,16,1975996
55,spotify:track:0Jlcvv8IykzHaSmj49uNW8,Taylor Swift,the 1,Taylor Swift,2,48,16,1383465
93,spotify:track:2Eeur20xVqfUoM3Q7EFPFt,Taylor Swift,the last great american dynasty,Taylor Swift,4,72,16,1020590
97,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,76,16,993783
101,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,Taylor Swift,my tears ricochet,Taylor Swift,5,78,16,969060
141,spotify:track:0ZNU020wNYvgW84iljPkPP,Taylor Swift,mirrorball,Taylor Swift,8,110,16,816499
143,spotify:track:6VsvKPJ4xjVNKpI8VVZ3SV,Taylor Swift,invisible string,Taylor Swift,14,112,16,815092
145,spotify:track:6KJqZcs9XDgVck7Lg9QOTC,Taylor Swift,seven,Taylor Swift,10,114,16,799673
153,spotify:track:5kI4eCXXzyuIUXjQra0Cxi,Taylor Swift,betty,Taylor Swift,17,138,16,753156
156,spotify:track:7kt9e9LFSpN1zQtYEl19o1,Taylor Swift,this is me trying,Taylor Swift,12,130,16,744462
164,spotify:track:2NmsngXHeC1GQ9wWrzhOMf,Taylor Swift,illicit affairs,Taylor Swift,13,134,16,732804
