rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
9,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,12,138,3683558,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
24,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,19,246,2503979,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
43,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,33,34,575,2188037,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
50,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,43,44,105,2045002,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
67,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,61,120,1851905,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
79,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,69,169,1780441,country; pop; taylor swift; love; country pop,True,Speak Now,,
81,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,65,201,1767775,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
97,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,85,313,1564690,pop; electropop; gospel; edm; exile,True,Golden Collection,,
124,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,102,149,1438938,pop; country; love; indie folk; country pop,True,You Belong With Me,,
170,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,155,51,1272610,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
185,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,147,136,1243422,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
