rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,3,145,4668881,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
34,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,27,253,2441370,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
41,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,32,32,582,2319114,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
52,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,39,39,112,2199956,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
78,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,62,176,1900177,country; pop; taylor swift; love; country pop,True,Speak Now,,
79,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,59,127,1888807,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
82,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,57,208,1870143,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
119,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,86,320,1580392,pop; electropop; gospel; edm; exile,True,Golden Collection,,
125,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,91,156,1529255,pop; country; love; indie folk; country pop,True,You Belong With Me,,
147,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,138,143,1412067,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
172,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,145,58,1332164,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
