rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
21,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,22,195,2595736,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
55,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,60,87,1830605,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
66,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,66,69,524,1631385,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
91,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,96,150,1491954,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
94,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,90,98,54,1486003,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
106,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,103,69,1399970,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
120,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,117,262,1350179,pop; electropop; gospel; edm; exile,True,Golden Collection,,
133,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,124,48,1292165,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
137,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,135,118,1269338,country; pop; taylor swift; love; country pop,True,Speak Now,,
161,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,155,193,1192523,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
