rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,5,238,4176464,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
29,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,30,675,2062925,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
30,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,34,205,2043540,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
44,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,45,346,1806239,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
48,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,67,235,1680164,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
67,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,86,301,1520463,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
75,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,87,249,1443718,pop; country; love; indie folk; country pop,True,You Belong With Me,,
84,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,97,413,1360665,pop; electropop; gospel; edm; exile,True,Golden Collection,,
112,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,109,220,1233955,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
150,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,147,143,1098986,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
171,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,-1,50,1040056,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
