rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
1,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,1,6,13138619,pop; best of 2024; soty; synthpop; singer-songwriter,The Tortured Poets Department (Webstore Exclusive),,
5,spotify:track:4q5YezDOIPcoLr8R81x9qy,Taylor Swift,I Can Do It With a Broken Heart,Taylor Swift,3,5,6,7515035,pop; best of 2024; synthpop; dance-pop; soty,THE TORTURED POETS DEPARTMENT,,
6,spotify:track:2F3N9tdombb64aW6VtZOdo,Taylor Swift,Down Bad,Taylor Swift,2,4,6,7466192,pop; synthpop; best of 2024; love at first listen; pop perfect,THE TORTURED POETS DEPARTMENT,,
8,spotify:track:3Vevii7qKqrmW8CcyzBHDl,Taylor Swift,"So Long, London",Taylor Swift,4,8,6,6459317,pop; best of 2024; singer-songwriter; synthpop; wsum 91.7 fm madison,THE TORTURED POETS DEPARTMENT,,
11,spotify:track:2XXwLdtuAcE0HSCu61ijAb,Taylor Swift,My Boy Only Breaks His Favorite Toys,Taylor Swift,5,12,6,5718417,pop; best of 2024; synthpop; female vocalists; taylor swift,THE TORTURED POETS DEPARTMENT,,
13,spotify:track:3NMrVbIVWT3fPXBj0rNDKG,Taylor Swift,The Tortured Poets Department,Taylor Swift,2,11,6,5580056,pop; synthpop; best of 2024; singer-songwriter; 2024,THE TORTURED POETS DEPARTMENT,,
14,spotify:track:36t6frENUtCYKuZus6aYDO,Taylor Swift,Who’s Afraid of Little Old Me?,Taylor Swift,9,14,6,5476791,love at first listen; pop; best of 2024; pop rock; taylor swift,THE TORTURED POETS DEPARTMENT [Clean] [Clean],,
15,spotify:track:3ZVFcD8Wlw9T9klGqmJf9F,"Taylor Swift, Florence + The Machine",Florida!!! (feat. Florence + The Machine),Taylor Swift,7,16,6,5385673,pop; rock; alternative; country; pop rock; singer-songwriter; love at first listen; best of 2024; 2024; alternative pop,,,
16,spotify:track:5og4Qzt92jJzVDkOtSEilb,Taylor Swift,But Daddy I Love Him,Taylor Swift,6,13,6,5367017,pop; best of 2024; pop rock; colleen hoover; country,THE TORTURED POETS DEPARTMENT,,
17,spotify:track:0W0iAC1VGlB82PI6elxFYf,Taylor Swift,Guilty as Sin?,Taylor Swift,11,17,6,5072723,pop; best of 2024; singer-songwriter; pop rock; soty,THE TORTURED POETS DEPARTMENT,,
