rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
18,spotify:track:2v1ivOOsgn64g5OywuH55L,Taylor Swift,The Smallest Man Who Ever Lived,Taylor Swift,14,18,6,4216172,pop; singer-songwriter; best of 2024; colleen hoover; chatgpt,THE TORTURED POETS DEPARTMENT,,
21,spotify:track:6RSG1dKPV5gEvILwJb4QtS,Taylor Swift,loml,Taylor Swift,12,19,6,3964600,pop; singer-songwriter; sad; piano; ballad,THE TORTURED POETS DEPARTMENT,,
22,spotify:track:1dhMTsEZz6ZEquGvmzVoHn,Taylor Swift,The Alchemy,Taylor Swift,15,21,6,3874168,chatgpt; pop; best of 2024; singer-songwriter; colleen hoover,THE TORTURED POETS DEPARTMENT,,
23,spotify:track:3fO566xJgwxIa3qGCGBvIC,Taylor Swift,Fresh Out The Slammer,Taylor Swift,10,20,6,3844591,pop; singer-songwriter; colleen hoover; love at first listen; best of 2024,THE TORTURED POETS DEPARTMENT,,
29,spotify:track:2h3MDMf8sd9s4XIzpTBIjX,Taylor Swift,I Can Fix Him (No Really I Can),Taylor Swift,13,24,6,3527642,singer-songwriter; pop; sexy; love at first listen; soty,THE TORTURED POETS DEPARTMENT,,
33,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,41,444,3285391,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
34,spotify:track:1UlhrRvYzbHEyugEDspXUB,Taylor Swift,Clara Bow,Taylor Swift,16,32,6,3184055,pop; singer-songwriter; chatgpt; colleen hoover; taylor swift,THE TORTURED POETS DEPARTMENT,,
35,spotify:track:1kcwpPDQnqEqmezzXdJTCP,Taylor Swift,imgonnagetyouback,Taylor Swift,21,36,6,3110025,pop; singer-songwriter; female vocalists; synthpop; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
38,spotify:track:62E2nR0od0M5HYxuYLaDz7,Taylor Swift,The Black Dog,Taylor Swift,20,35,6,3055644,pop; soty; best of 2024; singer-songwriter; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
40,spotify:track:7Mts0OfPorF4iwOomvfqn1,Taylor Swift,So High School,Taylor Swift,25,38,6,3030934,pop; rock; pop rock; singer-songwriter; indie rock,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
41,spotify:track:18WFFUIsewmA8g31KAeo3e,Taylor Swift,The Prophecy,Taylor Swift,32,39,6,2889394,singer-songwriter; folk; pop; ai; not poetic,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
52,spotify:track:4EF6IyONolQy0bIQXm2EmX,Taylor Swift,The Albatross,Taylor Swift,26,45,6,2607437,singer-songwriter; folk; pop; best of 2024; ai,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
53,spotify:track:7ogK4lJDVDMU6A6vYR5rvD,Taylor Swift,thanK you aIMee,Taylor Swift,22,43,6,2598192,female vocalist; folk; singer-songwriter; pop; country,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
54,spotify:track:5Bedn0svl0ZD7RGmJkmKKw,Taylor Swift,How Did It End?,Taylor Swift,29,51,6,2516433,folk; ballad; singer-songwriter; piano; pop,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
56,spotify:track:3hlGuz3loYoLfI3bpwieWq,Taylor Swift,I Hate It Here,Taylor Swift,31,52,6,2455006,folk; pop; singer-songwriter; poetic; poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
58,spotify:track:1rmEsOezwf2lmIZTMAO5Ag,Taylor Swift,Chloe or Sam or Sophia or Marcus,Taylor Swift,28,55,6,2355771,pop; singer-songwriter; folk pop; folk; female vocalists,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
63,spotify:track:1Zai5UJ2di3qEuR2HeT2s8,Taylor Swift,I Look in People's Windows,Taylor Swift,33,59,6,2197007,pop; folk; ai; singer-songwriter; not poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
68,spotify:track:3zMDGj4D8ogaYgAIZPeU7S,Taylor Swift,Peter,Taylor Swift,36,62,6,2131552,ballad; folk; pop; peter pan; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
74,spotify:track:2913xXOVAIDAqxzV2g4VcU,Taylor Swift,The Bolter,Taylor Swift,39,66,6,2060639,best of 2024; pop; country; folk; singer-songwriter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
76,spotify:track:0g4fMVo4JjwnIpTfFfLdxS,Taylor Swift,Cassandra,Taylor Swift,35,65,6,2035762,pop; folk; singer-songwriter; female vocalists; not poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
108,spotify:track:1DTRUYVd8rYpla9hhVVwjo,Taylor Swift,The Manuscript,Taylor Swift,41,88,6,1704768,chatgpt; pop; singer-songwriter; ballad; best of 2024,THE TORTURED POETS DEPARTMENT,,
118,spotify:track:2CnjDMdpRjlWv04Xk3s6MW,Taylor Swift,Robin,Taylor Swift,42,94,6,1618840,singer-songwriter; pop; indie; folk; way to go tiger,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
179,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,188,454,1347054,pop; country; love; indie folk; country pop,You Belong With Me,,
