rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,9,139,3589656,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
32,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,24,247,2339660,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
40,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,33,43,576,2115753,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
47,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,43,50,106,1971734,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
67,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,67,121,1752047,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
73,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,79,170,1721755,country; pop; taylor swift; love; country pop,True,Speak Now,,
78,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,81,202,1680831,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
104,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,97,314,1481407,pop; electropop; gospel; edm; exile,True,Golden Collection,,
120,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,124,150,1392218,pop; country; love; indie folk; country pop,True,You Belong With Me,,
164,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,170,52,1226448,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
184,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,185,137,1182140,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
