rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,7,216,5068494,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
47,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,49,653,2199142,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
48,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,48,183,2183157,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
55,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,58,324,2049979,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
57,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,57,213,2002722,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
94,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,89,279,1547800,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
104,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,108,227,1483808,pop; country; love; indie folk; country pop,True,You Belong With Me,,
113,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,110,198,1405271,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
117,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,119,391,1399707,pop; electropop; gospel; edm; exile,True,Golden Collection,,
193,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,-1,128,1169421,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
