rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
21,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,26,125,2617523,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
31,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,32,233,2465712,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
52,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,51,57,562,1969165,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
70,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,59,68,92,1786496,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
91,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,87,188,1617197,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
100,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,95,156,1561491,country; pop; taylor swift; love; country pop,True,Speak Now,,
112,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,98,107,1463980,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
136,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,125,300,1353064,pop; electropop; gospel; edm; exile,True,Golden Collection,,
173,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,185,38,1211280,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
179,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,176,136,1194066,pop; country; love; indie folk; country pop,True,You Belong With Me,,
190,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,195,123,1148135,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
