rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
1,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,1,1,28,8177679,pop; best of 2025; baroque pop; synthpop; love at first listen,True,The Life of a Showgirl,,
4,spotify:track:3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,Taylor Swift,2,4,28,4818937,pop; synthpop; soft rock; rnb; christmas,True,The Life of a Showgirl,,
16,spotify:track:1jgTiNob5cVyXeJ3WgX5bL,Taylor Swift,Elizabeth Taylor,Taylor Swift,2,13,28,2749451,who put katy perry?; pop; baroque pop; soty; halsey,True,The Life of a Showgirl,,
25,spotify:track:03bTIHJElXZ0O0jqOQvAbY,Taylor Swift,Father Figure,Taylor Swift,4,19,28,2439480,soty; best of 2025; synthpop; pop; female vocalist,True,The Life of a Showgirl,,
38,spotify:track:5eXgqtg3T8Av0m1FUaGHex,"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,6,33,28,2174246,pop; power pop; rnb; disco; acid rock,True,,,
42,spotify:track:2TEQvxxQabwLQMqWMg1qGu,Taylor Swift,Wi$h Li$t,Taylor Swift,7,36,28,2134978,pop; synthpop; fav; synth pop; dream,True,The Life of a Showgirl,,
54,spotify:track:5ylJtmaWPJ33cW3En7WOu0,Taylor Swift,Wood,Taylor Swift,5,50,28,1917992,pop; funk; disco; sexy; 70s,True,The Life of a Showgirl,,
59,spotify:track:2x3mwb96B6TquRqMtbxUE1,Taylor Swift,Actually Romantic,Taylor Swift,6,52,28,1867041,pop rock; power pop; best of 2025; ended flopli xcx; disco,True,The Life of a Showgirl,,
68,spotify:track:1appZ3c336FkPvCuywfmrs,Taylor Swift,CANCELLED!,Taylor Swift,5,56,28,1809670,pop; soty; rock; female vocalist; singer-songwriter,True,The Life of a Showgirl,,
89,spotify:track:62V2ZHslgQV98gH4AuVXnr,Taylor Swift,Ruin The Friendship,Taylor Swift,10,74,28,1676322,pop; country pop; peter; soft rock; country,True,The Life of a Showgirl,,
91,spotify:track:62HoDY1Km6lm47haFpUn9c,Taylor Swift,Eldest Daughter,Taylor Swift,5,79,28,1660671,pop; 2020s; sad; experimental; ballad,True,The Life of a Showgirl,,
117,spotify:track:4qmFC3Jz5aQ0erlk2OSi2X,Taylor Swift,Honey,Taylor Swift,12,102,28,1497474,pop; rnb; soft rock; metal; power pop,True,The Life of a Showgirl,,
