rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
22,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,21,198,2677081,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
58,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,61,90,1832163,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
70,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,149,121,1708523,country; pop; taylor swift; love; country pop,True,Speak Now,,
77,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,66,77,527,1641711,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
104,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,90,113,57,1425521,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
107,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,110,72,1412691,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
115,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,117,153,1382205,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
141,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,139,265,1286000,pop; electropop; gospel; edm; exile,True,Golden Collection,,
164,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,164,51,1206121,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
174,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,169,196,1190820,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
198,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,-1,15,1131956,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
