rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,9,245,4001172,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
43,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,52,682,1932194,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
45,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,61,212,1894538,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
62,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,67,353,1695213,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
70,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,92,242,1618670,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
86,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,109,308,1466475,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
90,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,110,256,1412063,pop; country; love; indie folk; country pop,You Belong With Me,,
114,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,120,420,1295453,pop; electropop; gospel; edm; exile,Golden Collection,,
154,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,150,227,1157961,pop; screamo; brutal death metal; metal; overrated,Midnights,,
189,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,189,149,1046037,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
