rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
41,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,11,32,7,149045,pop; best of 2024; soty; synthpop; singer-songwriter,True,The Tortured Poets Department (Webstore Exclusive),,
85,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,36,67,207,87354,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,2023-10-18,190
117,spotify:track:4q5YezDOIPcoLr8R81x9qy,Taylor Swift,I Can Do It With a Broken Heart,Taylor Swift,56,105,7,74901,pop; best of 2024; synthpop; dance-pop; soty,True,THE TORTURED POETS DEPARTMENT,2024-04-19,6
123,spotify:track:3Vevii7qKqrmW8CcyzBHDl,Taylor Swift,"So Long, London",Taylor Swift,35,98,7,72942,pop; best of 2024; singer-songwriter; synthpop; wsum 91.7 fm madison,True,THE TORTURED POETS DEPARTMENT,,
136,spotify:track:2F3N9tdombb64aW6VtZOdo,Taylor Swift,Down Bad,Taylor Swift,38,107,7,69446,pop; synthpop; best of 2024; love at first listen; pop perfect,True,THE TORTURED POETS DEPARTMENT,,
153,spotify:track:2XXwLdtuAcE0HSCu61ijAb,Taylor Swift,My Boy Only Breaks His Favorite Toys,Taylor Swift,33,120,7,65917,pop; best of 2024; synthpop; female vocalists; taylor swift,True,THE TORTURED POETS DEPARTMENT,,
193,spotify:track:3ZVFcD8Wlw9T9klGqmJf9F,"Taylor Swift, Florence + The Machine",Florida!!! (feat. Florence + The Machine),Taylor Swift,52,157,7,57510,pop; rock; alternative; country; pop rock; singer-songwriter; love at first listen; best of 2024; 2024; alternative pop,True,,,
195,spotify:track:3NMrVbIVWT3fPXBj0rNDKG,Taylor Swift,The Tortured Poets Department,Taylor Swift,28,155,7,56982,pop; synthpop; best of 2024; singer-songwriter; 2024,True,THE TORTURED POETS DEPARTMENT,,
