rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
2,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,1,3,5591086,pop; synthpop; synthwave; electropop; masterpiece,1989 (Taylor’s Version) (Deluxe),,
3,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,3,5,3,4922182,from the vault; synthpop; dance-pop; female vocalist; alt-pop,1989 (Taylor’s Version) (Deluxe),,
5,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,2,3,4765310,synthpop; pop; dream pop; female vocalists; singer song writer,1989 (Taylor’s Version) (Deluxe),,
7,spotify:track:4NioO5R9sHEZh4cGzMHyNt,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,4,3,4706866,pop; synthpop; pop rock; female vocalists; singer songwriter,1989 (Taylor’s Version) (Deluxe),,
9,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,Style (Taylor's Version),Taylor Swift,1,3,3,4390578,better than original; pop; pop perfection; synthpop; synthwave,1989 (Taylor's Version),,
11,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,14,266,4192748,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
13,spotify:track:45wMBGri1PORPjM9PwFfrS,Taylor Swift,Blank Space (Taylor's Version),Taylor Swift,3,10,3,3731705,electropop; pop; synthpop; teen pop; taylor swift,1989 (Taylor's Version),,
14,spotify:track:6T0sEnqjmHISIKwFETeeiP,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,9,15,3,3500439,synthpop; from the vault; synth pop; amazing; suburban legends,1989 (Taylor’s Version) (Deluxe),,
15,spotify:track:045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,Out Of The Woods (Taylor's Version),Taylor Swift,8,13,3,3435539,synthpop; electropop; my top songs; pop; goodgirl owns this song,1989 (Taylor's Version),,
19,spotify:track:1hR8BSuEqPCCZfv93zzzz9,Taylor Swift,Welcome To New York (Taylor's Version),Taylor Swift,6,16,3,3198449,synthpop; electropop; pop; female vocalist; disco,1989 (Taylor's Version),,
21,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,17,75,3117398,pop; dream pop; synthpop; ballad; lana del rey -ish,1989 (Taylor's Version),,
24,spotify:track:6GXgd1BPD9bUpqw5AntGV5,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,10,18,3,2858767,synthpop; pop; pop rock; electropop; taylors version,1989 (Taylor's Version),,
26,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,Shake It Off (Taylor's Version),Taylor Swift,11,19,3,2765031,dance-pop; pop; teen pop; pep band; marching band,1989 (Taylor's Version),,
27,spotify:track:2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),Taylor Swift,15,20,3,2743283,synthpop; female vocalist; electropop; pop; radio,1989 (Taylor's Version),,
28,spotify:track:2ByBBvpR9b7IynvRmnG7kG,Taylor Swift,Clean (Taylor's Version),Taylor Swift,16,24,3,2589204,masterpiece; pop; female vocalist; ambient; indietronica,1989 (Taylor's Version),,
30,spotify:track:43y1WpBdnEy5TR9aZoSQL9,Taylor Swift,I Wish You Would (Taylor's Version),Taylor Swift,14,23,3,2544661,bubblegum pop; electropop; synthwave; synthpop; female vocalist,1989 (Taylor's Version),,
33,spotify:track:64FzgoLZ3oXu2SriZblHic,Taylor Swift,Bad Blood (Taylor's Version),Taylor Swift,13,26,3,2416703,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,1989 (Taylor's Version),,
35,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,Taylor Swift,I Know Places (Taylor's Version),Taylor Swift,19,30,3,2353942,pop; drum and bass; electropop; synthpop; electronic,1989 (Taylor's Version),,
36,spotify:track:75W3SngKzTuoQ94uLf3y82,Taylor Swift,How You Get The Girl (Taylor's Version),Taylor Swift,17,29,3,2346936,bubblegum pop; electropop; pop; female vocalist; synth-pop,1989 (Taylor's Version),,
40,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,Taylor Swift,This Love (Taylor’s Version),Taylor Swift,22,33,16,2255872,pop; synthpop; dream pop; soft rock; ethereal,This Love (Taylor’s Version),,
41,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,Taylor Swift,Wonderland (Taylor's Version),Taylor Swift,21,32,3,2252879,pop; electropop; melodic dubstep; singer-songwriter; amazing,1989 (Taylor's Version),,
46,spotify:track:4UwqOWDpdeIDVQDuKT6iza,Taylor Swift,You Are In Love (Taylor's Version),Taylor Swift,25,34,3,2165741,ambient; pop; beautiful; synthpop; masterpiece,1989 (Taylor's Version),,
58,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,56,233,1844215,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
61,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,62,374,1745827,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
62,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,59,703,1717070,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
65,spotify:track:6qAcApH8obo8eqatCKUHd9,"Taylor Swift, Kendrick Lamar",Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,40,53,3,1678520,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,,,
67,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,71,277,1669329,pop; country; love; indie folk; country pop,You Belong With Me,,
79,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,88,263,1545184,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
89,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,106,329,1446140,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
94,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,100,441,1406018,pop; electropop; gospel; edm; exile,Golden Collection,,
132,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,123,248,1212674,pop; screamo; brutal death metal; metal; overrated,Midnights,,
189,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,-1,80,1038925,overrated; country; country pop; rock; singer songwriter,Best Of 2021: Summer Lounge,,
193,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,-1,64,1035188,country pop; pop rock; power pop; country; overrated,Kids Hits 2022,,
