rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
28,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,28,212,2509624,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
38,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,42,104,2219536,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
67,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,57,62,541,1834670,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
75,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,74,84,71,1677722,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
82,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,76,167,1643636,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
96,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,93,135,1525053,country; pop; taylor swift; love; country pop,True,Speak Now,,
112,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,101,86,1454188,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
129,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,117,279,1375028,pop; electropop; gospel; edm; exile,True,Golden Collection,,
177,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,178,210,1170407,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
179,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,-1,20,1167748,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
