rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
3,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,3,14,3637817
14,spotify:track:3RauEVgRgj1IuWdJ9fDs70,Taylor Swift,The Man,Taylor Swift,4,12,7,2587750
18,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,You Need To Calm Down,Taylor Swift,3,18,77,2350642
26,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,22,7,2007850
30,spotify:track:43rA71bccXFGD4C8GOpIlN,Taylor Swift,I Forgot That You Existed,Taylor Swift,6,28,7,1752711
33,spotify:track:2Rk4JlNc2TPmZe2af99d45,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1,31,126,1690679
42,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor Swift,Paper Rings,Taylor Swift,16,35,7,1522413
48,spotify:track:214nt20w5wOxJnY462klLw,Taylor Swift,Miss Americana & The Heartbreak Prince,Taylor Swift,15,41,7,1417359
49,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,Taylor Swift,I Think He Knows,Taylor Swift,13,43,7,1391440
52,spotify:track:3pHkh7d0lzM2AldUtz2x37,Taylor Swift,The Archer,Taylor Swift,9,45,32,1348863
54,spotify:track:12M5uqx0ZuwkpLp5rJim1a,Taylor Swift,Cornelia Street,Taylor Swift,23,46,7,1331512
57,spotify:track:1LLXZFeAHK9R4xUramtUKw,Taylor Swift,London Boy,Taylor Swift,25,49,7,1319744
61,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,Taylor Swift,Death By A Thousand Cuts,Taylor Swift,26,57,7,1197004
79,spotify:track:1SymEzIT3H8UZfibCs3TYi,Taylor Swift,Afterglow,Taylor Swift,38,63,7,1048530
89,spotify:track:5hQSXkFgbxjZo9uCwd11so,Taylor Swift,False God,Taylor Swift,34,72,7,993256
110,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,"Taylor Swift, The Chicks",Soon You’ll Get Better (feat. The Chicks),Taylor Swift,31,86,7,883547
116,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,Taylor Swift,Daylight,Taylor Swift,42,96,7,871599
152,spotify:track:1SmiQ65iSAbPto6gPFlBYm,Taylor Swift,It’s Nice To Have A Friend,Taylor Swift,44,117,7,779063
