rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
12,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,11,137,3384383,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
19,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,16,245,2562690,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
34,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,33,33,574,2170463,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
44,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,43,43,104,2004675,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
61,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,57,119,1844402,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
65,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,60,200,1773591,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
69,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,64,168,1749386,country; pop; taylor swift; love; country pop,True,Speak Now,,
85,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,81,312,1540108,pop; electropop; gospel; edm; exile,True,Golden Collection,,
102,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,99,148,1438333,pop; country; love; indie folk; country pop,True,You Belong With Me,,
147,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,139,135,1251220,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
155,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,145,50,1230782,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
178,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,171,231,1168385,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
