rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
20,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,21,201,2730429,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
44,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,46,93,2000948,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
58,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,58,64,530,1684964,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
64,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,62,124,1630684,country; pop; taylor swift; love; country pop,True,Speak Now,,
81,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,81,156,1537143,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
82,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,82,87,60,1526927,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
89,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,88,75,1494608,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
108,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,114,268,1365814,pop; electropop; gospel; edm; exile,True,Golden Collection,,
129,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,132,54,1290871,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
140,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,144,199,1248033,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
193,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,-1,144,1093043,pop; synthpop; electropop; overrated; aoty,True,Midnights [Clean],,
200,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,-1,17,1077234,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
