rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,5,171,4549619,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
34,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,35,279,2126902,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
38,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,37,608,2049153,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
45,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,41,138,2008322,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
61,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,58,234,1792104,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
63,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,57,20,1781731,pop rock; rock; indie rock; pop; country rock,True,,,
77,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,78,153,1609998,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
106,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,101,168,1385308,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
108,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,106,182,1378340,pop; country; love; indie folk; country pop,True,You Belong With Me,,
109,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,104,346,1376460,pop; electropop; gospel; edm; exile,True,Golden Collection,,
135,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,129,20,1246695,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
191,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Back To December (Taylor's Version),Taylor Swift,2,179,20,1095586,country pop; country; pop rock; pop; ballad,True,Speak Now (Taylor's Version),,
192,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,192,84,1095265,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
