rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,4,233,4630838,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
34,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,35,200,2183741,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
36,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,36,670,2155912,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
48,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,48,341,1974492,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
53,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,52,230,1888716,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
72,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,71,296,1638451,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
83,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,80,244,1538452,pop; country; love; indie folk; country pop,True,You Belong With Me,,
105,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,107,408,1415876,pop; electropop; gospel; edm; exile,True,Golden Collection,,
125,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,126,215,1318028,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
173,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,183,138,1167041,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
