rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,212,4999899,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
32,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,25,209,2275839,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
34,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,30,179,2190728,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
37,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,31,649,2151304,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
40,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,37,320,2092315,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
63,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,62,275,1721588,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
79,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,73,223,1546904,pop; country; love; indie folk; country pop,True,You Belong With Me,,
89,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,78,194,1486053,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
95,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,83,387,1448773,pop; electropop; gospel; edm; exile,True,Golden Collection,,
182,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,171,125,1151451,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
191,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,191,59,1112160,pop rock; rock; indie rock; pop; country rock,True,,,
