rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
15,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,18,130,2772810,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
28,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,28,238,2406326,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
49,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,48,49,567,2003349,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
61,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,58,60,97,1821140,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
71,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,73,193,1695841,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
85,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,82,161,1578954,country; pop; taylor swift; love; country pop,True,Speak Now,,
110,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,115,305,1415160,pop; electropop; gospel; edm; exile,True,Golden Collection,,
111,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,108,112,1413233,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
151,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,152,141,1258012,pop; country; love; indie folk; country pop,True,You Belong With Me,,
163,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,164,128,1211846,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
173,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,181,43,1182763,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
