rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
28,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,24,211,2538092,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
42,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,42,103,2214562,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
62,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,57,58,540,1810820,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
76,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,60,166,1722778,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
84,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,74,82,70,1661031,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
93,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,84,134,1577981,country; pop; taylor swift; love; country pop,True,Speak Now,,
101,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,98,85,1532589,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
117,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,115,278,1428896,pop; electropop; gospel; edm; exile,True,Golden Collection,,
178,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,159,209,1211104,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
189,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,152,64,1169926,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
