rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
5,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,"Taylor Swift, Ice Spice",Karma (feat. Ice Spice),Taylor Swift,5,-1,1,5036768,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,True,Midnights (The Til Dawn Edition),,
6,spotify:track:4zmKGsrXjLmljb5fTaBTot,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,6,-1,1,5033602,pop perfection; dream pop; pop; death metal; ballad,True,Midnights (The Til Dawn Edition),,
8,spotify:track:3xYJScVfxByb61dYHTwiby,Taylor Swift,Hits Different,Taylor Swift,8,-1,1,4815388,pop; love at first listen; bonus track; pop rock; best of 2023,True,Midnights (Lavender Edition),,
16,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,24,218,3127657,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
33,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,38,110,2510610,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
58,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,56,56,547,1933410,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
63,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,164,216,1881635,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
65,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,76,92,1874658,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
68,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,64,173,1837223,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
73,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,64,68,77,1789856,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
96,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,93,141,1598875,country; pop; taylor swift; love; country pop,True,Speak Now,,
114,spotify:track:1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift, Lana Del Rey",Snow On The Beach (feat. Lana Del Rey),Taylor Swift,3,-1,66,1511894,dream pop; pop; chill; ballad; synthpop,True,Snow on the beach (feat. Lana Del Rey),,
119,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,200,150,1450061,pop; synthpop; electropop; overrated; aoty,True,Midnights [Clean],,
128,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,112,285,1415188,pop; electropop; gospel; edm; exile,True,Golden Collection,,
167,spotify:track:4D7BCuvgdJlYvlX5WlN54t,Taylor Swift,"You're On Your Own, Kid",Taylor Swift,5,-1,72,1272967,pop; synthpop; dream pop; sad; overrated,True,Midnights [Clean],,
193,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,189,24,1196854,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
