rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,7,254,4540282,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
35,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,38,691,2278095,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
36,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,37,221,2271716,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
45,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,48,362,2010532,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
50,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,51,265,1914454,pop; country; love; indie folk; country pop,You Belong With Me,,
52,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,52,251,1865193,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
66,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,61,317,1753875,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
79,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,76,429,1620815,pop; electropop; gospel; edm; exile,Golden Collection,,
95,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,97,236,1472721,pop; screamo; brutal death metal; metal; overrated,Midnights,,
161,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,156,155,1237620,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
187,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,180,54,1143782,country pop; pop rock; power pop; country; overrated,Kids Hits 2022,,
