rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
5,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,3,8,5239418,pop; synthpop; synthwave; electropop; masterpiece,1989 (Taylor’s Version) (Deluxe),,
9,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,6,271,4597193,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
12,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,9,8,3971236,from the vault; synthpop; dance-pop; female vocalist; alt-pop,1989 (Taylor’s Version) (Deluxe),,
17,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,12,8,3374128,synthpop; pop; dream pop; female vocalists; singer song writer,1989 (Taylor’s Version) (Deluxe),,
21,spotify:track:4NioO5R9sHEZh4cGzMHyNt,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,14,8,3101507,pop; synthpop; pop rock; female vocalists; singer songwriter,1989 (Taylor’s Version) (Deluxe),,
37,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,Style (Taylor's Version),Taylor Swift,1,23,8,2462350,better than original; pop; pop perfection; synthpop; synthwave,1989 (Taylor's Version),,
44,spotify:track:6T0sEnqjmHISIKwFETeeiP,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,9,25,8,2245224,synthpop; from the vault; synth pop; amazing; suburban legends,1989 (Taylor’s Version) (Deluxe),,
49,spotify:track:45wMBGri1PORPjM9PwFfrS,Taylor Swift,Blank Space (Taylor's Version),Taylor Swift,3,34,8,2125673,electropop; pop; synthpop; teen pop; taylor swift,1989 (Taylor's Version),,
51,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,36,80,2092001,pop; dream pop; synthpop; ballad; lana del rey -ish,1989 (Taylor's Version),,
58,spotify:track:045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,Out Of The Woods (Taylor's Version),Taylor Swift,8,41,8,1920904,synthpop; electropop; my top songs; pop; goodgirl owns this song,1989 (Taylor's Version),,
59,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,53,379,1911935,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
62,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,55,282,1852275,pop; country; love; indie folk; country pop,You Belong With Me,,
65,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,64,708,1784635,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
66,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,59,238,1776563,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
68,spotify:track:1hR8BSuEqPCCZfv93zzzz9,Taylor Swift,Welcome To New York (Taylor's Version),Taylor Swift,6,49,8,1769097,synthpop; electropop; pop; female vocalist; disco,1989 (Taylor's Version),,
84,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,71,268,1645899,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
89,spotify:track:2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),Taylor Swift,15,57,8,1615832,synthpop; female vocalist; electropop; pop; radio,1989 (Taylor's Version),,
92,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,80,334,1583588,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
94,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,90,446,1564556,pop; electropop; gospel; edm; exile,Golden Collection,,
97,spotify:track:6GXgd1BPD9bUpqw5AntGV5,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,10,60,8,1552659,synthpop; pop; pop rock; electropop; taylors version,1989 (Taylor's Version),,
111,spotify:track:2ByBBvpR9b7IynvRmnG7kG,Taylor Swift,Clean (Taylor's Version),Taylor Swift,16,74,8,1456525,masterpiece; pop; female vocalist; ambient; indietronica,1989 (Taylor's Version),,
113,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,Shake It Off (Taylor's Version),Taylor Swift,11,81,8,1448447,dance-pop; pop; teen pop; pep band; marching band,1989 (Taylor's Version),,
139,spotify:track:43y1WpBdnEy5TR9aZoSQL9,Taylor Swift,I Wish You Would (Taylor's Version),Taylor Swift,14,89,8,1350597,bubblegum pop; electropop; synthwave; synthpop; female vocalist,1989 (Taylor's Version),,
167,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,Taylor Swift,I Know Places (Taylor's Version),Taylor Swift,19,106,8,1267622,pop; drum and bass; electropop; synthpop; electronic,1989 (Taylor's Version),,
176,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,Taylor Swift,This Love (Taylor’s Version),Taylor Swift,22,113,21,1252834,pop; synthpop; dream pop; soft rock; ethereal,This Love (Taylor’s Version),,
180,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,Taylor Swift,Wonderland (Taylor's Version),Taylor Swift,21,114,8,1248006,pop; electropop; melodic dubstep; singer-songwriter; amazing,1989 (Taylor's Version),,
182,spotify:track:64FzgoLZ3oXu2SriZblHic,Taylor Swift,Bad Blood (Taylor's Version),Taylor Swift,13,118,8,1244302,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,1989 (Taylor's Version),,
194,spotify:track:75W3SngKzTuoQ94uLf3y82,Taylor Swift,How You Get The Girl (Taylor's Version),Taylor Swift,17,122,8,1217056,bubblegum pop; electropop; pop; female vocalist; synth-pop,1989 (Taylor's Version),,
196,spotify:track:4UwqOWDpdeIDVQDuKT6iza,Taylor Swift,You Are In Love (Taylor's Version),Taylor Swift,25,130,8,1199880,ambient; pop; beautiful; synthpop; masterpiece,1989 (Taylor's Version),,
