rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
22,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,23,192,2383743,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
63,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,72,84,1625915,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
72,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,71,77,521,1493200,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
98,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,98,106,51,1339838,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
105,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,122,147,1311504,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
118,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,116,66,1263779,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
126,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,135,259,1228522,pop; electropop; gospel; edm; exile,True,Golden Collection,,
135,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,157,115,1182024,country; pop; taylor swift; love; country pop,True,Speak Now,,
144,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,146,45,1166407,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
162,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,161,190,1121420,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
