rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
7,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,5,253,4439940,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
37,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,35,220,2268643,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
38,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,32,690,2257130,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
48,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,46,361,1988993,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
51,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,47,264,1924196,pop; country; love; indie folk; country pop,You Belong With Me,,
52,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,53,250,1887935,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
61,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,66,316,1784454,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
76,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,71,428,1643640,pop; electropop; gospel; edm; exile,Golden Collection,,
97,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,95,235,1469216,pop; screamo; brutal death metal; metal; overrated,Midnights,,
156,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,136,154,1228178,pop; 2014; haters gonna hate; taylor swift; love at first listen,1989,,
180,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,147,53,1167100,country pop; pop rock; power pop; country; overrated,Kids Hits 2022,,
192,spotify:track:6YvqWjhGD8mB5QXcbcUKtx,Taylor Swift,Love Story (Taylor’s Version),Taylor Swift,2,167,76,1117786,overrated; country; country pop; rock; singer songwriter,Best Of 2021: Summer Lounge,,
198,spotify:track:5enxwA8aAbwZbf5qCHORXi,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,198,156,1100208,pop rock; soft rock; pop; singer-songwriter; heartland rock,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),,
