rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
2,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,Taylor Swift,1,4,4,4327282
9,spotify:track:0sY6ZUTh4yoctD8VIXz339,Taylor Swift,champagne problems,Taylor Swift,3,14,4,2964006
17,spotify:track:6NriykdkRrjQMZo1sfVYUo,"Taylor Swift, HAIM","no body, no crime (feat. HAIM)",Taylor Swift,5,19,4,2693028
19,spotify:track:5BK0uqwY9DNfZ630STAEaq,Taylor Swift,gold rush,Taylor Swift,4,21,4,2606790
21,spotify:track:4GBkffrtA51p17JH35irGA,Taylor Swift,‘tis the damn season,Taylor Swift,6,23,4,2528626
24,spotify:track:0PurA4JVJ8YQgSVopY8fn6,Taylor Swift,tolerate it,Taylor Swift,7,27,4,2291628
30,spotify:track:73YUReisjb3A9ActdLLjJQ,Taylor Swift,happiness,Taylor Swift,9,33,4,2128413
36,spotify:track:19CSr8rwW05VJL2F91KFNK,Taylor Swift,ivy,Taylor Swift,15,43,4,1953074
38,spotify:track:3w9VRlKPvNxj40RdUGRweH,Taylor Swift,dorothea,Taylor Swift,12,45,4,1911351
39,spotify:track:4tyX1rw9X309WkEdh2As4B,"Taylor Swift, The National",coney island (feat. The National),Taylor Swift,11,46,4,1895840
42,spotify:track:0vVMlbdYx2080Oa9FndPZr,Taylor Swift,long story short,Taylor Swift,18,51,4,1834874
43,spotify:track:0AaV4MJrgmLV3XhoiWXjjb,"Taylor Swift, Bon Iver",evermore (feat. Bon Iver),Taylor Swift,16,50,4,1822998
48,spotify:track:1XjHRolIXL2M1EEOUsGGR4,Taylor Swift,cowboy like me,Taylor Swift,20,54,4,1700208
57,spotify:track:7vBNFh3NIZTj6tB5s1IBjE,Taylor Swift,marjorie,Taylor Swift,24,62,4,1629919
68,spotify:track:3uayvzcbqFydIbgUeC6EJh,Taylor Swift,closure,Taylor Swift,28,72,4,1484512
182,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,-1,89,830496
