rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
1,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,1,5,5851571,pop; synthpop; synthwave; electropop; masterpiece,1989 (Taylor’s Version) (Deluxe),,
4,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,2,5,5108094,from the vault; synthpop; dance-pop; female vocalist; alt-pop,1989 (Taylor’s Version) (Deluxe),,
8,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,10,268,4581851,electropop; pop; synthpop; industrial pop; synthwave,Lover,,
10,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,6,5,4315025,synthpop; pop; dream pop; female vocalists; singer song writer,1989 (Taylor’s Version) (Deluxe),,
11,spotify:track:4NioO5R9sHEZh4cGzMHyNt,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,5,5,4307174,pop; synthpop; pop rock; female vocalists; singer songwriter,1989 (Taylor’s Version) (Deluxe),,
19,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,Style (Taylor's Version),Taylor Swift,1,12,5,3442765,better than original; pop; pop perfection; synthpop; synthwave,1989 (Taylor's Version),,
21,spotify:track:6T0sEnqjmHISIKwFETeeiP,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,9,15,5,3201635,synthpop; from the vault; synth pop; amazing; suburban legends,1989 (Taylor’s Version) (Deluxe),,
26,spotify:track:45wMBGri1PORPjM9PwFfrS,Taylor Swift,Blank Space (Taylor's Version),Taylor Swift,3,16,5,2943148,electropop; pop; synthpop; teen pop; taylor swift,1989 (Taylor's Version),,
28,spotify:track:045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,Out Of The Woods (Taylor's Version),Taylor Swift,8,19,5,2771388,synthpop; electropop; my top songs; pop; goodgirl owns this song,1989 (Taylor's Version),,
29,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,21,77,2752774,pop; dream pop; synthpop; ballad; lana del rey -ish,1989 (Taylor's Version),,
36,spotify:track:1hR8BSuEqPCCZfv93zzzz9,Taylor Swift,Welcome To New York (Taylor's Version),Taylor Swift,6,22,5,2561816,synthpop; electropop; pop; female vocalist; disco,1989 (Taylor's Version),,
44,spotify:track:6GXgd1BPD9bUpqw5AntGV5,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,10,25,5,2329036,synthpop; pop; pop rock; electropop; taylors version,1989 (Taylor's Version),,
46,spotify:track:2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),Taylor Swift,15,26,5,2291788,synthpop; female vocalist; electropop; pop; radio,1989 (Taylor's Version),,
52,spotify:track:2ByBBvpR9b7IynvRmnG7kG,Taylor Swift,Clean (Taylor's Version),Taylor Swift,16,28,5,2155247,masterpiece; pop; female vocalist; ambient; indietronica,1989 (Taylor's Version),,
53,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,Shake It Off (Taylor's Version),Taylor Swift,11,32,5,2127835,dance-pop; pop; teen pop; pep band; marching band,1989 (Taylor's Version),,
56,spotify:track:43y1WpBdnEy5TR9aZoSQL9,Taylor Swift,I Wish You Would (Taylor's Version),Taylor Swift,14,36,5,2028546,bubblegum pop; electropop; synthwave; synthpop; female vocalist,1989 (Taylor's Version),,
60,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,Taylor Swift,I Know Places (Taylor's Version),Taylor Swift,19,39,5,1917580,pop; drum and bass; electropop; synthpop; electronic,1989 (Taylor's Version),,
63,spotify:track:64FzgoLZ3oXu2SriZblHic,Taylor Swift,Bad Blood (Taylor's Version),Taylor Swift,13,42,5,1879688,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,1989 (Taylor's Version),,
64,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,60,376,1875228,rock; grunge; 90s; test-tag; batch-test,Midnights [Clean],,
65,spotify:track:75W3SngKzTuoQ94uLf3y82,Taylor Swift,How You Get The Girl (Taylor's Version),Taylor Swift,17,43,5,1872902,bubblegum pop; electropop; pop; female vocalist; synth-pop,1989 (Taylor's Version),,
67,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,Taylor Swift,Wonderland (Taylor's Version),Taylor Swift,21,48,5,1853390,pop; electropop; melodic dubstep; singer-songwriter; amazing,1989 (Taylor's Version),,
68,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,Taylor Swift,This Love (Taylor’s Version),Taylor Swift,22,49,18,1844447,pop; synthpop; dream pop; soft rock; ethereal,This Love (Taylor’s Version),,
69,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,61,235,1812712,pop; synthpop; love at first listen; taylor swift; 1989,1989,,
71,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,65,279,1805139,pop; country; love; indie folk; country pop,You Belong With Me,,
74,spotify:track:4UwqOWDpdeIDVQDuKT6iza,Taylor Swift,You Are In Love (Taylor's Version),Taylor Swift,25,51,5,1782999,ambient; pop; beautiful; synthpop; masterpiece,1989 (Taylor's Version),,
77,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,68,705,1759369,pop; love at first listen; 2014; female vocalists; best of 2014,1989,,
96,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,77,265,1612372,dream pop; folk; folk pop; indie pop; indie,folklore: the long pond studio sessions (from the Disney+ special),,
99,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,80,331,1598936,folk pop; folk; chamber pop; singer-songwriter; indie,Now That's What I Call Music! Vol. 76,,
108,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,96,443,1528903,pop; electropop; gospel; edm; exile,Golden Collection,,
122,spotify:track:6qAcApH8obo8eqatCKUHd9,"Taylor Swift, Kendrick Lamar",Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,40,82,5,1422763,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,,,
164,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,135,250,1280191,pop; screamo; brutal death metal; metal; overrated,Midnights,,
