rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
22,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,22,194,2592539,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
60,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,57,86,1768848,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
69,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,67,67,523,1581821,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
96,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,87,149,1444326,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
98,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,90,90,53,1435090,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
103,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,105,68,1401179,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
117,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,110,261,1337146,pop; electropop; gospel; edm; exile,True,Golden Collection,,
124,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,121,47,1290395,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
135,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,124,117,1258774,country; pop; taylor swift; love; country pop,True,Speak Now,,
155,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,148,192,1198142,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
