rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,227,4630039,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
30,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,37,664,2256181,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
32,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,34,194,2244339,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
50,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,49,335,1973747,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
52,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,51,224,1925612,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
68,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,65,290,1617942,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
95,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,96,238,1458212,pop; country; love; indie folk; country pop,True,You Belong With Me,,
98,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,99,402,1450919,pop; electropop; gospel; edm; exile,True,Golden Collection,,
118,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,118,209,1366716,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
183,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,54,-1,132,1161674,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
