rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
9,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,9,176,4449210,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
43,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,101,173,2158239,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
50,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,52,284,2066497,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
55,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,57,613,1968157,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
57,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,59,143,1954727,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
76,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,81,239,1728728,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
81,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,85,25,1642885,pop rock; rock; indie rock; pop; country rock,True,,,
93,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,95,158,1509651,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
115,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,122,187,1396411,pop; country; love; indie folk; country pop,True,You Belong With Me,,
118,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,126,351,1382091,pop; electropop; gospel; edm; exile,True,Golden Collection,,
165,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,164,25,1186344,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
196,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,195,89,1113878,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
