rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
16,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,16,12,3287753,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
17,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,17,159,3003115,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
84,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,71,85,488,1565291,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
95,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,92,157,1503046,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
113,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,107,114,1376748,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
115,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,108,113,18,1352079,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
122,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,120,226,1309473,pop; electropop; gospel; edm; exile,True,Golden Collection,,
136,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,132,51,1267208,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
175,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,158,82,1137338,country; pop; taylor swift; love; country pop,True,Speak Now,,
178,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,170,123,1133007,pop; synthpop; electropop; overrated; aoty,True,Midnights [Clean],,
