title,track_id,spotify_url,status
Hey Stephen,6wcFdMmiDscAhZJrcVFumx,https://open.spotify.com/track/6wcFdMmiDscAhZJrcVFumx,not_found
Anti-Hero (feat. Bleachers),0j0gJqxitjhmmkrW56dtQH,https://open.spotify.com/track/0j0gJqxitjhmmkrW56dtQH,not_found
A Perfectly Good Heart,1spLfUJxtyVyiKKTegQ2r4,https://open.spotify.com/track/1spLfUJxtyVyiKKTegQ2r4,not_found
Ours,1EQn3Uc5AyUXoiPLeyCrrg,https://open.spotify.com/track/1EQn3Uc5AyUXoiPLeyCrrg,not_found
The Last Time,7vvIpJZye5cRR6De1LKM0m,https://open.spotify.com/track/7vvIpJZye5cRR6De1LKM0m,not_found
The Best Day,5YbZZ2gYfvW1UvHHF4pVaD,https://open.spotify.com/track/5YbZZ2gYfvW1UvHHF4pVaD,not_found
Anti-Hero - Acoustic Version,2d3d9xZutJjmUpntiyHt3F,https://open.spotify.com/track/2d3d9xZutJjmUpntiyHt3F,not_found
Death By A Thousand Cuts - Live From Paris,3oF7Or7T35yhQbGxbCGvRX,https://open.spotify.com/track/3oF7Or7T35yhQbGxbCGvRX,not_found
Treacherous,5kYFVSQoPu7yRpfiHBwMUk,https://open.spotify.com/track/5kYFVSQoPu7yRpfiHBwMUk,not_found
mirrorball - the long pond studio sessions,2yceD2hx5HhOLgkm1CITCi,https://open.spotify.com/track/2yceD2hx5HhOLgkm1CITCi,not_found
Birch,7wo2UNeQBowm28hfAJsEMz,https://open.spotify.com/track/7wo2UNeQBowm28hfAJsEMz,not_found
Lavender Haze - Acoustic Version,05kJkr80XEaZeN8kxyQoFp,https://open.spotify.com/track/05kJkr80XEaZeN8kxyQoFp,not_found
august - the long pond studio sessions,4MGexoZc12lqE0hYkq9YYx,https://open.spotify.com/track/4MGexoZc12lqE0hYkq9YYx,not_found
I Almost Do,5VwFkx7JOimOGTYfha5rs1,https://open.spotify.com/track/5VwFkx7JOimOGTYfha5rs1,not_found
If This Was A Movie,0vvt4IZOMkRug195S4MUq0,https://open.spotify.com/track/0vvt4IZOMkRug195S4MUq0,not_found
Today Was A Fairytale - US Version,1P5QpwOgXJuoVTm3CWbnLY,https://open.spotify.com/track/1P5QpwOgXJuoVTm3CWbnLY,not_found
Come Back...Be Here,4qyalTRMRH5YuEntvvMvq0,https://open.spotify.com/track/4qyalTRMRH5YuEntvvMvq0,not_found
cardigan - cabin in candlelight version,2hmafYGj1CXYKIYcMnX4lj,https://open.spotify.com/track/2hmafYGj1CXYKIYcMnX4lj,not_found
Back To December - Acoustic,6IH2Z54gYPLqgJtxZjX80i,https://open.spotify.com/track/6IH2Z54gYPLqgJtxZjX80i,not_found
Lover - First Dance Remix,2msvOEbkK50foYf9BMXr2X,https://open.spotify.com/track/2msvOEbkK50foYf9BMXr2X,not_found
Anti-Hero - ILLENIUM Remix,6C0H8ts9M6deezz0yYR6LK,https://open.spotify.com/track/6C0H8ts9M6deezz0yYR6LK,not_found
Starlight,0vqI4ZIMuifeKeItGiWbPj,https://open.spotify.com/track/0vqI4ZIMuifeKeItGiWbPj,not_found
Innocent,3kfgJql90tzgoxByioAMXR,https://open.spotify.com/track/3kfgJql90tzgoxByioAMXR,not_found
the lakes - the long pond studio sessions,6mqyTq948oap5AkyTsd6XF,https://open.spotify.com/track/6mqyTq948oap5AkyTsd6XF,not_found
illicit affairs - the long pond studio sessions,560uQyz3p5G9WdnMX39xc6,https://open.spotify.com/track/560uQyz3p5G9WdnMX39xc6,not_found
Mine - POP Mix,0GxW5K0qzrq7L1jwSY5OmY,https://open.spotify.com/track/0GxW5K0qzrq7L1jwSY5OmY,not_found
invisible string - the long pond studio sessions,5KByGq0JijSSDcy0qzuINs,https://open.spotify.com/track/5KByGq0JijSSDcy0qzuINs,not_found
willow - lonely witch version,0U0etHtpARihOUUY8Akc7y,https://open.spotify.com/track/0U0etHtpARihOUUY8Akc7y,not_found
Message In A Bottle (Fat Max G Remix) (Taylor's Version),3tGq7hWDCtrnL83y5OGual,https://open.spotify.com/track/3tGq7hWDCtrnL83y5OGual,not_found
