rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,162,4663618,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
21,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,25,11,2432667,pop rock; rock; indie rock; pop; country rock,True,,,
32,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,35,270,2175213,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
33,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,34,129,2139944,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
34,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,36,599,2115644,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
53,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,55,225,1782936,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
63,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,64,11,1653640,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
64,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,71,144,1650545,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
78,spotify:track:79uDOz0zuuWS7HWxzMmTa2,Taylor Swift,Back To December (Taylor's Version),Taylor Swift,2,75,11,1550924,country pop; country; pop rock; pop; ballad,True,Speak Now (Taylor's Version),,
86,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,92,337,1489991,pop; electropop; gospel; edm; exile,True,Golden Collection,,
94,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,98,173,1445220,pop; country; love; indie folk; country pop,True,You Belong With Me,,
111,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,117,159,1365843,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
112,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,Taylor Swift,Mine (Taylor's Version),Taylor Swift,1,115,11,1356496,pop rock; country pop; country; pop; country rock,True,Speak Now (Taylor's Version),,
157,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,41,144,193,1183977,country; pop; taylor swift; love; country pop,True,Speak Now,,
179,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,188,75,1120634,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
191,spotify:track:0NwGC0v03ysCYINtg6ns58,Taylor Swift,Better Than Revenge (Taylor's Version),Taylor Swift,5,195,11,1088739,country; rock; pop punk; country rock; power pop,True,Speak Now (Taylor's Version),,
192,spotify:track:1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,16,185,16,1085894,country pop; pop rock; power pop; country; overrated,True,Kids Hits 2022,,
197,spotify:track:3MytWN8L7shNYzGl4tAKRp,Taylor Swift,Sparks Fly (Taylor’s Version),Taylor Swift,4,-1,10,1068370,country rock; country; taylors version; country pop; why is this not on the eras tour setlist,False,,,
