rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
9,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,12,175,4169308,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
52,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,55,283,1919250,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
57,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,25,61,612,1877753,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
59,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,27,63,142,1859351,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
81,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,91,238,1552803,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
85,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,4,82,24,1520035,pop rock; rock; indie rock; pop; country rock,True,,,
95,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,96,157,1410707,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
101,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,9,128,172,1385341,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
122,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,132,186,1294704,pop; country; love; indie folk; country pop,True,You Belong With Me,,
126,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,133,350,1262613,pop; electropop; gospel; edm; exile,True,Golden Collection,,
164,spotify:track:3sW3oSbzsfecv9XoUdGs7h,Taylor Swift,Enchanted (Taylor's Version),Taylor Swift,3,186,24,1125609,rock; country; country rock; pop rock; magic,False,Speak Now (Taylor's Version),,
195,spotify:track:0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,Taylor Swift,124,190,88,1051868,pop; 2014; haters gonna hate; taylor swift; love at first listen,True,1989,,
