rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
3,spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,Taylor Swift,1,1,2,5170463
12,spotify:track:0sY6ZUTh4yoctD8VIXz339,Taylor Swift,champagne problems,Taylor Swift,3,3,2,3712315
14,spotify:track:6NriykdkRrjQMZo1sfVYUo,"Taylor Swift, HAIM","no body, no crime (feat. HAIM)",Taylor Swift,5,5,2,3477404
16,spotify:track:5BK0uqwY9DNfZ630STAEaq,Taylor Swift,gold rush,Taylor Swift,4,4,2,3351086
17,spotify:track:4GBkffrtA51p17JH35irGA,Taylor Swift,‘tis the damn season,Taylor Swift,6,6,2,3240862
22,spotify:track:0PurA4JVJ8YQgSVopY8fn6,Taylor Swift,tolerate it,Taylor Swift,7,7,2,2975512
25,spotify:track:73YUReisjb3A9ActdLLjJQ,Taylor Swift,happiness,Taylor Swift,9,9,2,2842819
30,spotify:track:3w9VRlKPvNxj40RdUGRweH,Taylor Swift,dorothea,Taylor Swift,12,12,2,2518763
31,spotify:track:4tyX1rw9X309WkEdh2As4B,"Taylor Swift, The National",coney island (feat. The National),Taylor Swift,11,11,2,2510506
33,spotify:track:19CSr8rwW05VJL2F91KFNK,Taylor Swift,ivy,Taylor Swift,15,15,2,2503228
36,spotify:track:0AaV4MJrgmLV3XhoiWXjjb,"Taylor Swift, Bon Iver",evermore (feat. Bon Iver),Taylor Swift,16,16,2,2418791
40,spotify:track:0vVMlbdYx2080Oa9FndPZr,Taylor Swift,long story short,Taylor Swift,18,18,2,2358867
46,spotify:track:1XjHRolIXL2M1EEOUsGGR4,Taylor Swift,cowboy like me,Taylor Swift,20,20,2,2229373
51,spotify:track:7vBNFh3NIZTj6tB5s1IBjE,Taylor Swift,marjorie,Taylor Swift,24,24,2,2141327
58,spotify:track:3uayvzcbqFydIbgUeC6EJh,Taylor Swift,closure,Taylor Swift,28,28,2,1987928
