rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
22,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,22,193,2489141,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
57,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,63,85,1750291,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
67,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,67,72,522,1572431,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
87,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,105,148,1440118,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
90,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,90,98,52,1433429,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
105,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,118,67,1355593,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
110,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,126,260,1319505,pop; electropop; gospel; edm; exile,True,Golden Collection,,
121,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,144,46,1278917,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
124,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,135,116,1276257,country; pop; taylor swift; love; country pop,True,Speak Now,,
148,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,162,191,1188780,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
196,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,-1,143,1041274,pop; synthpop; electropop; overrated; aoty,True,Midnights [Clean],,
