rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
13,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,18,150,2865107,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
16,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,Taylor Swift,All Of The Girls You Loved Before,Taylor Swift,4,17,3,2685926,lover; pop; dream pop; synthpop; rnb,True,All of the Girls You Loved Before,,
72,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,95,148,1519891,pop; synthpop; dream pop; overrated; electropop,True,Midnights,,
78,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,78,97,479,1471461,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
109,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,139,217,1311584,pop; electropop; gospel; edm; exile,True,Golden Collection,,
111,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,163,105,1290747,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
113,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,113,148,9,1273197,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
128,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,5,162,42,1201958,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
133,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,4,183,114,1178061,pop; synthpop; electropop; overrated; aoty,True,Midnights [Clean],,
135,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,Taylor Swift,46,-1,73,1160225,country; pop; taylor swift; love; country pop,True,Speak Now,,
