rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
3,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,2,7,5175170,pop; synthpop; synthwave; electropop; masterpiece,True,1989 (Taylor’s Version) (Deluxe),2023-10-27,6
6,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,6,270,4472245,electropop; pop; synthpop; industrial pop; synthwave,True,Lover,,
9,spotify:track:5KD6AEm19QnMbfWpfoOHMl,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2,7,7,4209179,from the vault; synthpop; dance-pop; female vocalist; alt-pop,True,1989 (Taylor’s Version) (Deluxe),,
12,spotify:track:71BqAINEnezjQfxE4VuJfq,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2,11,7,3520594,synthpop; pop; dream pop; female vocalists; singer song writer,True,1989 (Taylor’s Version) (Deluxe),,
14,spotify:track:4NioO5R9sHEZh4cGzMHyNt,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,4,13,7,3311389,pop; synthpop; pop rock; female vocalists; singer songwriter,True,1989 (Taylor’s Version) (Deluxe),,
23,spotify:track:1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,Style (Taylor's Version),Taylor Swift,1,19,7,2618140,better than original; pop; pop perfection; synthpop; synthwave,True,1989 (Taylor's Version),,
25,spotify:track:6T0sEnqjmHISIKwFETeeiP,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,9,22,7,2459711,synthpop; from the vault; synth pop; amazing; suburban legends,True,1989 (Taylor’s Version) (Deluxe),,
34,spotify:track:45wMBGri1PORPjM9PwFfrS,Taylor Swift,Blank Space (Taylor's Version),Taylor Swift,3,28,7,2271216,electropop; pop; synthpop; teen pop; taylor swift,True,1989 (Taylor's Version),,
36,spotify:track:1K39ty6o1sHwwlZwO6a7wK,Taylor Swift,Wildest Dreams (Taylor's Version),Taylor Swift,12,31,79,2208083,pop; dream pop; synthpop; ballad; lana del rey -ish,True,1989 (Taylor's Version),,
41,spotify:track:045ZeOHPIzhxxsm8bq5kyE,Taylor Swift,Out Of The Woods (Taylor's Version),Taylor Swift,8,35,7,2093823,synthpop; electropop; my top songs; pop; goodgirl owns this song,True,1989 (Taylor's Version),,
49,spotify:track:1hR8BSuEqPCCZfv93zzzz9,Taylor Swift,Welcome To New York (Taylor's Version),Taylor Swift,6,41,7,1939694,synthpop; electropop; pop; female vocalist; disco,True,1989 (Taylor's Version),,
53,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,56,378,1800817,rock; grunge; 90s; test-tag; batch-test,False,Midnights [Clean],,
55,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,2,60,281,1780157,pop; country; love; indie folk; country pop,True,You Belong With Me,,
57,spotify:track:2vPMoMDXxu9uX1igWZmXSG,Taylor Swift,New Romantics (Taylor's Version),Taylor Swift,15,51,7,1739790,synthpop; female vocalist; electropop; pop; radio,True,1989 (Taylor's Version),,
59,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Taylor Swift,12,61,237,1733113,pop; synthpop; love at first listen; taylor swift; 1989,True,1989,,
60,spotify:track:6GXgd1BPD9bUpqw5AntGV5,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,10,52,7,1719085,synthpop; pop; pop rock; electropop; taylors version,True,1989 (Taylor's Version),,
64,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Taylor Swift,14,66,707,1699543,pop; love at first listen; 2014; female vocalists; best of 2014,True,1989,,
71,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,4,75,267,1631150,dream pop; folk; folk pop; indie pop; indie,True,folklore: the long pond studio sessions (from the Disney+ special),,
74,spotify:track:2ByBBvpR9b7IynvRmnG7kG,Taylor Swift,Clean (Taylor's Version),Taylor Swift,16,58,7,1594748,masterpiece; pop; female vocalist; ambient; indietronica,True,1989 (Taylor's Version),,
80,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,84,333,1579198,folk pop; folk; chamber pop; singer-songwriter; indie,True,Now That's What I Call Music! Vol. 76,,
81,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,Taylor Swift,Shake It Off (Taylor's Version),Taylor Swift,11,63,7,1575009,dance-pop; pop; teen pop; pep band; marching band,True,1989 (Taylor's Version),,
89,spotify:track:43y1WpBdnEy5TR9aZoSQL9,Taylor Swift,I Wish You Would (Taylor's Version),Taylor Swift,14,72,7,1491560,bubblegum pop; electropop; synthwave; synthpop; female vocalist,True,1989 (Taylor's Version),,
90,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Taylor Swift,68,103,445,1491011,pop; electropop; gospel; edm; exile,True,Golden Collection,,
106,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,Taylor Swift,I Know Places (Taylor's Version),Taylor Swift,19,87,7,1406457,pop; drum and bass; electropop; synthpop; electronic,True,1989 (Taylor's Version),,
113,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,Taylor Swift,This Love (Taylor’s Version),Taylor Swift,22,92,20,1383706,pop; synthpop; dream pop; soft rock; ethereal,True,This Love (Taylor’s Version),,
114,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,Taylor Swift,Wonderland (Taylor's Version),Taylor Swift,21,91,7,1377308,pop; electropop; melodic dubstep; singer-songwriter; amazing,True,1989 (Taylor's Version),,
118,spotify:track:64FzgoLZ3oXu2SriZblHic,Taylor Swift,Bad Blood (Taylor's Version),Taylor Swift,13,94,7,1366214,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,True,1989 (Taylor's Version),,
122,spotify:track:75W3SngKzTuoQ94uLf3y82,Taylor Swift,How You Get The Girl (Taylor's Version),Taylor Swift,17,96,7,1356447,bubblegum pop; electropop; pop; female vocalist; synth-pop,True,1989 (Taylor's Version),,
130,spotify:track:4UwqOWDpdeIDVQDuKT6iza,Taylor Swift,You Are In Love (Taylor's Version),Taylor Swift,25,105,7,1322946,ambient; pop; beautiful; synthpop; masterpiece,True,1989 (Taylor's Version),,
197,spotify:track:6qAcApH8obo8eqatCKUHd9,"Taylor Swift, Kendrick Lamar",Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,40,171,7,1118125,country; pop; female vocalists; singer-songwriter; acoustic; country pop; taylor swift; american; snake; alternative,True,,,
200,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,8,195,252,1104958,pop; screamo; brutal death metal; metal; overrated,True,Midnights,,
