rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,pop_flag,album,release_date,days_since_release
1,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,1,1,32,7511810,pop; best of 2025; baroque pop; synthpop; love at first listen,True,The Life of a Showgirl,,
4,spotify:track:3yWuTOYDztXjZxdE2cIRUa,Taylor Swift,Opalite,Taylor Swift,2,4,32,4716938,pop; synthpop; soft rock; rnb; christmas,True,The Life of a Showgirl,,
21,spotify:track:1jgTiNob5cVyXeJ3WgX5bL,Taylor Swift,Elizabeth Taylor,Taylor Swift,2,25,32,2330663,who put katy perry?; pop; baroque pop; soty; halsey,True,The Life of a Showgirl,,
37,spotify:track:03bTIHJElXZ0O0jqOQvAbY,Taylor Swift,Father Figure,Taylor Swift,4,40,32,2071505,soty; best of 2025; synthpop; pop; female vocalist,True,The Life of a Showgirl,,
53,spotify:track:2TEQvxxQabwLQMqWMg1qGu,Taylor Swift,Wi$h Li$t,Taylor Swift,7,62,32,1818787,pop; synthpop; fav; synth pop; dream,True,The Life of a Showgirl,,
55,spotify:track:5eXgqtg3T8Av0m1FUaGHex,"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Taylor Swift,6,60,32,1804624,pop; power pop; rnb; disco; acid rock,True,,,
75,spotify:track:5ylJtmaWPJ33cW3En7WOu0,Taylor Swift,Wood,Taylor Swift,5,81,32,1610019,pop; funk; disco; sexy; 70s,True,The Life of a Showgirl,,
88,spotify:track:2x3mwb96B6TquRqMtbxUE1,Taylor Swift,Actually Romantic,Taylor Swift,6,92,32,1564443,pop rock; power pop; best of 2025; ended flopli xcx; disco,True,The Life of a Showgirl,,
97,spotify:track:1appZ3c336FkPvCuywfmrs,Taylor Swift,CANCELLED!,Taylor Swift,5,99,32,1514640,pop; soty; rock; female vocalist; singer-songwriter,True,The Life of a Showgirl,,
114,spotify:track:62V2ZHslgQV98gH4AuVXnr,Taylor Swift,Ruin The Friendship,Taylor Swift,10,126,32,1419369,pop; country pop; peter; soft rock; country,True,The Life of a Showgirl,,
121,spotify:track:62HoDY1Km6lm47haFpUn9c,Taylor Swift,Eldest Daughter,Taylor Swift,5,128,32,1392110,pop; 2020s; sad; experimental; ballad,True,The Life of a Showgirl,,
154,spotify:track:4qmFC3Jz5aQ0erlk2OSi2X,Taylor Swift,Honey,Taylor Swift,12,172,32,1253091,pop; rnb; soft rock; metal; power pop,True,The Life of a Showgirl,,
